store_number,slug,url,location_name,status,address_line1,city,county,state,region,postal_code,country_code,latitude,longitude,time_zone,format,total_building_area_sqft,main_voice_phone_number,banner,province_code,province_name,cma_code,cma_name,cma_type,fsa,coord_source,geo_source,osm_id,osm_type
osm:way/40235583,,,Maxi,open,180 Boulevard Barrette,Chicoutimi,,,Quebec,G7H 7W8,CA,48.3946604,-71.0736203,America/Toronto,Discount,,418-549-9357,Maxi,QC,Quebec,408,Saguenay,B,G7H,osm,osm+postcode_letter,40235583,way
osm:way/40536873,,https://www.maxi.ca/,Maxi,open,150 Rue des Grandes-Fourches Sud,,,,Quebec,J1H 5G5,CA,45.3998005,-71.8864456,America/Toronto,Discount,,819-566-9300,Maxi,QC,Quebec,433,Sherbrooke,B,J1H,osm,osm+postcode_letter,40536873,way
osm:way/40940846,,https://www.maxi.ca/,Maxi,open,2185 Rue Galt Ouest,,,,Quebec,J1K 1K3,CA,45.3873742,-71.9265383,America/Toronto,Discount,,819-563-3313,Maxi,QC,Quebec,433,Sherbrooke,B,J1K,osm,osm+postcode_letter,40940846,way
osm:way/40997347,,https://www.realcanadiansuperstore.ca/store-locator/details/1509,Real Canadian Superstore,open,80 Bison Drive,Winnipeg,,,Manitoba,R3T 4Z7,CA,49.799851,-97.1636611,America/Winnipeg,Hypermarket,,204-275-4118,Real Canadian Superstore,MB,Manitoba,602,Winnipeg,B,R3T,osm,osm+postcode_letter,40997347,way
osm:way/42479116,,https://www.realcanadiansuperstore.ca/store-locator/details/1549,Real Canadian Superstore,open,9711 23 Avenue NW,Edmonton,,,Alberta,T6N 1K7,CA,53.4522444,-113.4812324,America/Edmonton,Hypermarket,,780-490-3918,Real Canadian Superstore,AB,Alberta,835,Edmonton,B,T6N,osm,osm+postcode_letter,42479116,way
osm:way/43532233,,https://www.realcanadiansuperstore.ca/store-locator/details/1573,Real Canadian Superstore,open,,,,,Alberta,,CA,53.5400006,-113.6211903,America/Edmonton,Hypermarket,,,Real Canadian Superstore,AB,Alberta,835,Edmonton,B,,osm,osm+pip,43532233,way
osm:way/43804408,,,Loblaws,open,10 Lower Jarvis Street,Toronto,,,Ontario,,CA,43.6442944,-79.3697679,America/Toronto,Supermarket,,,Loblaws,ON,Ontario,,,,,osm,osm+pip,43804408,way
osm:way/43806053,,,No Frills,open,2742 Eglinton Avenue East,Toronto,,,Ontario,,CA,43.737652,-79.2466115,America/Toronto,Discount,,,No Frills,ON,Ontario,535,Toronto,B,,osm,osm+pip,43806053,way
osm:way/43807862,,,No Frills,open,270 Wilson Avenue,North York,,,Ontario,,CA,43.7377597,-79.4331471,America/Toronto,Discount,,,No Frills,ON,Ontario,535,Toronto,B,,osm,osm+pip,43807862,way
osm:way/43809727,,,No Frills,open,220 Royal York Road,,,,Ontario,,CA,43.6122268,-79.4978749,America/Toronto,Discount,,,No Frills,ON,Ontario,535,Toronto,B,,osm,osm+pip,43809727,way
osm:way/43929745,,,Fortinos,open,,,,,Ontario,,CA,43.4380356,-79.6771809,America/Toronto,Supermarket,,,Fortinos,ON,Ontario,535,Toronto,B,,osm,osm+pip,43929745,way
osm:way/43938539,,https://www.nofrills.ca/store-locator/details/3668,No Frills,open,435 Main Street East,,,,Ontario,L8N 1K1,CA,43.2518268,-79.8523376,America/Toronto,Discount,,866-987-6453,No Frills,ON,Ontario,537,Hamilton,B,L8N,osm,osm+postcode_letter,43938539,way
osm:way/49041735,,https://www.realcanadiansuperstore.ca/store-locator/details/1017,Real Canadian Superstore,open,1972 Parkedale Avenue,Brockville,,,Ontario,K6V 7N4,CA,44.6140748,-75.6888552,America/Toronto,Hypermarket,,613-498-0994,Real Canadian Superstore,ON,Ontario,512,Brockville,D,K6V,osm,osm+postcode_letter,49041735,way
osm:way/49521476,,https://www.realcanadiansuperstore.ca/store-locator/details/1566,Real Canadian Superstore,open,4950 137 Avenue NW,Edmonton,,,Alberta,T5Y 2V4,CA,53.5993134,-113.4114546,America/Edmonton,Hypermarket,,,Real Canadian Superstore,AB,Alberta,835,Edmonton,B,T5Y,osm,osm+postcode_letter,49521476,way
osm:way/50113265,,,Maxi,open,,,,,Quebec,,CA,46.8477519,-71.2431761,America/Toronto,Discount,,,Maxi,QC,Quebec,421,Québec,B,,osm,osm+pip,50113265,way
osm:way/55055636,,https://www.fortinos.ca/store-locator/details/5547,Fortinos,open,,,,,Ontario,,CA,43.849213,-79.532817,America/Toronto,Supermarket,,,Fortinos,ON,Ontario,535,Toronto,B,,osm,osm+pip,55055636,way
osm:way/55536466,,,No Frills,open,677 Stafford Street,,,,Manitoba,,CA,49.8568225,-97.153408,America/Winnipeg,Discount,,,No Frills,MB,Manitoba,602,Winnipeg,B,,osm,osm+pip,55536466,way
osm:way/55760686,,,Your Independent Grocer,open,10901 98 Street,High Level,,,Alberta,T0H 1Z0,CA,58.5104857,-117.1402112,America/Edmonton,Supermarket,,,Your Independent Grocer,AB,Alberta,,,,T0H,osm,osm+postcode_letter,55760686,way
osm:way/55944742,,,No Frills,open,,,,,Ontario,,CA,43.9666504,-79.2605518,America/Toronto,Discount,,,No Frills,ON,Ontario,535,Toronto,B,,osm,osm+pip,55944742,way
osm:way/56006875,,https://www.realcanadiansuperstore.ca/store-locator/details/1535,Real Canadian Superstore,open,2901 8th Street East,Saskatoon,,,Saskatchewan,S7H 0V4,CA,52.1158148,-106.6138461,America/Regina,Hypermarket,,306-956-1605,Real Canadian Superstore,SK,Saskatchewan,725,Saskatoon,B,S7H,osm,osm+postcode_letter,56006875,way
osm:way/56012919,,,Fortinos,open,,,,,Ontario,,CA,43.7889854,-79.5547184,America/Toronto,Supermarket,,,Fortinos,ON,Ontario,535,Toronto,B,,osm,osm+pip,56012919,way
osm:way/57386795,,,No Frills,open,,,,,Ontario,,CA,43.7013161,-79.5027264,America/Toronto,Discount,,,No Frills,ON,Ontario,535,Toronto,B,,osm,osm+pip,57386795,way
osm:way/57869520,,https://www.loblaws.ca/en/store-locator/details/1004,Loblaws,open,17 Leslie Street,Toronto,,,Ontario,M4M 3H9,CA,43.6610298,-79.3283455,America/Toronto,Supermarket,,,Loblaws,ON,Ontario,535,Toronto,B,M4M,osm,osm+postcode_letter,57869520,way
osm:way/59252690,,,No Frills,open,748 The Queensway,,,,Ontario,,CA,43.6265496,-79.5032785,America/Toronto,Discount,,,No Frills,ON,Ontario,535,Toronto,B,,osm,osm+pip,59252690,way
osm:way/59304941,,,No Frills,open,,Kingston,,,Ontario,,CA,44.264341,-76.500316,America/Toronto,Discount,,,No Frills,ON,Ontario,521,Kingston,B,,osm,osm+pip,59304941,way
osm:way/59728065,,,No Frills,open,,,,,Ontario,,CA,44.3098238,-79.3634691,America/Toronto,Discount,,,No Frills,ON,Ontario,535,Toronto,B,,osm,osm+pip,59728065,way
osm:way/61012308,,https://www.realcanadiansuperstore.ca/store-locator/details/1584,Real Canadian Superstore,open,2055 Prince of Wales Drive,Regina,,,Saskatchewan,S4V 3A3,CA,50.4464234,-104.5285621,America/Regina,Hypermarket,,306-546-6500,Real Canadian Superstore,SK,Saskatchewan,705,Regina,B,S4V,osm,osm+postcode_letter,61012308,way
osm:way/61031427,,https://www.realcanadiansuperstore.ca/store-locator/details/1517,Real Canadian Superstore,open,350 Southeast Marine Drive,Vancouver,,,British Columbia,,CA,49.2084593,-123.0994789,America/Vancouver,Hypermarket,,,Real Canadian Superstore,BC,British Columbia,933,Vancouver,B,,osm,osm+postcode_letter,61031427,way
osm:way/61697286,,,No Frills,open,,,,,Ontario,,CA,43.8810985,-78.8498434,America/Toronto,Discount,,,No Frills,ON,Ontario,532,Oshawa,B,,osm,osm+pip,61697286,way
osm:way/63155897,,https://www.provigo.ca/fr/store-locator/details/8638,Provigo,open,375 Chemin d'Aylmer,,,,Ontario,,CA,45.3979463,-75.8231022,America/Toronto,Supermarket,,819-682-5450,Provigo,ON,Ontario,505,Ottawa - Gatineau (partie du Québec / Quebec part),B,,osm,osm+pip,63155897,way
osm:way/65535803,,https://www.realcanadiansuperstore.ca/store-locator/details/1520,Real Canadian Superstore,open,3185 Grandview Highway,,,,British Columbia,V5M 2E9,CA,49.2589402,-123.0367231,America/Vancouver,Hypermarket,,604-436-6407,Real Canadian Superstore,BC,British Columbia,933,Vancouver,B,V5M,osm,osm+postcode_letter,65535803,way
osm:way/67465790,,,No Frills,open,,,,,Ontario,,CA,42.7947238,-80.2220813,America/Toronto,Discount,,,No Frills,ON,Ontario,547,Norfolk,D,,osm,osm+pip,67465790,way
osm:way/68577501,,https://www.nofrills.ca/en_CA/storedetail.800002.html,No Frills,open,1226 Place-d'Orléans Drive,,,,Ontario,K1C 7K3,CA,45.4762657,-75.5226129,America/Toronto,Discount,,866-987-6453,No Frills,ON,Ontario,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,K1C,osm,osm+postcode_letter,68577501,way
osm:way/68608768,,,Loblaws,open,1460 Merivale Road,,,,Ontario,,CA,45.3619146,-75.7354275,America/Toronto,Supermarket,,613-226-6001,Loblaws,ON,Ontario,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,,osm,osm+pip,68608768,way
osm:way/68608910,,,No Frills,open,200 Grant Carman Drive,,,,Ontario,,CA,45.3512702,-75.7307931,America/Toronto,Discount,,,No Frills,ON,Ontario,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,,osm,osm+pip,68608910,way
osm:way/68658115,,,Loblaws,open,2065 Robertson Road,,,,Ontario,,CA,45.324439,-75.8324591,America/Toronto,Supermarket,,,Loblaws,ON,Ontario,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,,osm,osm+pip,68658115,way
osm:way/68710011,,,Loblaws,open,20 Isabella Street,,,,Ontario,,CA,45.4104822,-75.6858024,America/Toronto,Supermarket,,,Loblaws,ON,Ontario,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,,osm,osm+pip,68710011,way
osm:way/69546117,,https://www.realcanadiansuperstore.ca/store-locator/details/1526,Real Canadian Superstore,open,,,,,British Columbia,,CA,49.2740809,-122.7944772,America/Vancouver,Hypermarket,,,Real Canadian Superstore,BC,British Columbia,933,Vancouver,B,,osm,osm+pip,69546117,way
osm:way/70647322,,https://www.realcanadiansuperstore.ca/store-locator/details/1570,Real Canadian Superstore,open,4821 Calgary Trail NW,,,,Alberta,T6H 5W8,CA,53.486133,-113.4934996,America/Edmonton,Hypermarket,,780-430-2769,Real Canadian Superstore,AB,Alberta,835,Edmonton,B,T6H,osm,osm+postcode_letter,70647322,way
osm:way/70800240,,,Your Independent Grocer,open,,,,,Ontario,,CA,44.7248431,-75.5206409,America/Toronto,Supermarket,,,Your Independent Grocer,ON,Ontario,,,,,osm,osm+pip,70800240,way
osm:way/71798472,,https://www.realcanadiansuperstore.ca/store-locator/details/1505,Real Canadian Superstore,open,2132 McPhillips Street,,,,Manitoba,,CA,49.9492336,-97.1560773,America/Winnipeg,Hypermarket,,,Real Canadian Superstore,MB,Manitoba,602,Winnipeg,B,,osm,osm+pip,71798472,way
osm:way/72873001,,,No Frills,open,15 1st Avenue North East,,,,Manitoba,,CA,51.1491949,-100.0495709,America/Winnipeg,Discount,,,No Frills,MB,Manitoba,,,,,osm,osm+pip,72873001,way
osm:way/72942111,,https://www.realcanadiansuperstore.ca/store-locator/details/1516,Real Canadian Superstore,open,550 Kenaston Boulevard,Winnipeg,,,Manitoba,R3N 2A1,CA,49.856436,-97.2037882,America/Winnipeg,Hypermarket,,,Real Canadian Superstore,MB,Manitoba,602,Winnipeg,B,R3N,osm,osm+postcode_letter,72942111,way
osm:way/73074151,,https://www.provigo.ca/,Provigo,open,2925 Rue Rachel Est,Montréal,,,Quebec,H1W 3Z8,CA,45.5449468,-73.5625341,America/Toronto,Supermarket,,514-522-4442,Provigo,QC,Quebec,462,Montréal,B,H1W,osm,osm+postcode_letter,73074151,way
osm:way/74439603,,,Your Independent Grocer,open,186 Mission Road,,,,Ontario,,CA,47.990153,-84.7750084,America/Toronto,Supermarket,,705-856-2555,Your Independent Grocer,ON,Ontario,,,,,osm,osm+pip,74439603,way
osm:way/76825959,,,Wholesale Club,open,400 Glen Hill Drive,Whitby,,,Ontario,L1N 7R6,CA,43.8875592,-78.9174823,America/Toronto,Wholesale,,905-668-2514,Wholesale Club,ON,Ontario,532,Oshawa,B,L1N,osm,osm+postcode_letter,76825959,way
osm:way/79156555,,https://www.realcanadiansuperstore.ca/store-locator/details/1504,Real Canadian Superstore,open,,,,,Ontario,,CA,48.409169,-89.2486872,America/Toronto,Hypermarket,,,Real Canadian Superstore,ON,Ontario,595,Thunder Bay,B,,osm,osm+pip,79156555,way
osm:way/83572142,,https://www.realcanadiansuperstore.ca/store-locator/details/1512,Real Canadian Superstore,open,1035 Gateway Road,Winnipeg,,,Manitoba,R2K 4C1,CA,49.9281097,-97.0696875,America/Winnipeg,Hypermarket,,,Real Canadian Superstore,MB,Manitoba,602,Winnipeg,B,R2K,osm,osm+postcode_letter,83572142,way
osm:way/84160579,,https://www.realcanadiansuperstore.ca/store-locator/details/1009,Real Canadian Superstore,open,190 Richmond Road,Ottawa,,,Ontario,K1Z 6W6,CA,45.394407,-75.7475155,America/Toronto,Hypermarket,,613-722-5890,Real Canadian Superstore,ON,Ontario,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,K1Z,osm,osm+postcode_letter,84160579,way
osm:way/84831782,,https://www.wholesaleclub.ca/store-locator/222-58th+Avenue+SE%2C+Calgary/6709?storeId=6709,Wholesale Club,open,222 58 Avenue SE,,,,Alberta,T2H 0N9,CA,51.001992,-114.0608364,America/Edmonton,Wholesale,,403-255-5590,Wholesale Club,AB,Alberta,825,Calgary,B,T2H,osm,osm+postcode_letter,84831782,way
osm:way/86042387,,https://www.maxi.ca/store-locator/details/7557,Maxi,open,6767 Avenue Newman,LaSalle,,,Quebec,H8N 3E4,CA,45.451245,-73.6075931,America/Toronto,Discount,,514-364-7168,Maxi,QC,Quebec,462,Montréal,B,H8N,osm,osm+postcode_letter,86042387,way
osm:way/86981961,,https://www.maxi.ca/,Maxi,open,2535 Rue Masson,Montréal,,,Quebec,H1Y 1V7,CA,45.5439752,-73.5779622,America/Toronto,Discount,,,Maxi,QC,Quebec,462,Montréal,B,H1Y,osm,osm+postcode_letter,86981961,way
osm:way/88604865,,https://www.realcanadiansuperstore.ca/store-locator/details/1553,Real Canadian Superstore,open,,Cranbrook,,,British Columbia,,CA,49.5292325,-115.752221,America/Vancouver,Hypermarket,,,Real Canadian Superstore,BC,British Columbia,905,Cranbrook,D,,osm,osm+postcode_letter,88604865,way
osm:way/90063628,,,Fortinos,open,,,,,Ontario,,CA,43.6837975,-79.815419,America/Toronto,Supermarket,,,Fortinos,ON,Ontario,535,Toronto,B,,osm,osm+pip,90063628,way
osm:way/90306823,,https://www.valumart.ca/en/store-locator/details/7975,Valu-mart,open,985 Woodbine Avenue,Toronto,,,Ontario,,CA,43.6861548,-79.3125497,America/Toronto,Supermarket,,,Valu-Mart,ON,Ontario,535,Toronto,B,,osm,osm+pip,90306823,way
osm:way/91521734,,,No Frills,open,85 Steeles Avenue West,Brampton,,,Ontario,L6Y 0B5,CA,43.6642512,-79.7337004,America/Toronto,Discount,,905-451-4999,No Frills,ON,Ontario,535,Toronto,B,L6Y,osm,osm+postcode_letter,91521734,way
osm:way/92168390,,,Your Independent Grocer,open,,,,,Ontario,,CA,45.0305129,-74.7345361,America/Toronto,Supermarket,,,Your Independent Grocer,ON,Ontario,501,Cornwall,D,,osm,osm+pip,92168390,way
osm:way/92763041,,https://www.wholesaleclub.ca/LCLOnline/store_details_landing_page.jsp?storeId=868,Real Canadian Wholesale Club,open,,,,,Alberta,,CA,53.5061682,-113.4886532,America/Edmonton,Wholesale,,,Wholesale Club,AB,Alberta,835,Edmonton,B,,osm,osm+pip,92763041,way
osm:way/92986614,,https://www.realcanadiansuperstore.ca/store-locator/details/1058,Real Canadian Superstore,open,200 Taunton Road West,Whitby,,,Ontario,L1R 3H8,CA,43.9159314,-78.9620465,America/Toronto,Hypermarket,,905-666-3038,Real Canadian Superstore,ON,Ontario,532,Oshawa,B,L1R,osm,osm+postcode_letter,92986614,way
osm:way/95561044,,,Maxi,open,130 Avenue Lépine,Gatineau,,,Quebec,J8L 4M4,CA,45.5737703,-75.4080601,America/Toronto,Discount,,,Maxi,QC,Quebec,505,Ottawa - Gatineau (partie du Québec / Quebec part),B,J8L,osm,osm+postcode_letter,95561044,way
osm:way/96522274,,https://www.realcanadiansuperstore.ca/store-locator/details/1511,Real Canadian Superstore,open,1385 Sargent Avenue,,,,Manitoba,,CA,49.9000237,-97.1989022,America/Winnipeg,Hypermarket,,,Real Canadian Superstore,MB,Manitoba,602,Winnipeg,B,,osm,osm+pip,96522274,way
osm:way/97927836,,,Wholesale Club,open,,,,,Ontario,,CA,43.2404455,-79.7704069,America/Toronto,Wholesale,,,Wholesale Club,ON,Ontario,537,Hamilton,B,,osm,osm+pip,97927836,way
osm:way/99966449,,,Maxi,open,8200 Boulevard Lacroix,,,,Quebec,G5Y 2B5,CA,46.1339382,-70.7020774,America/Toronto,Discount,,,Maxi,QC,Quebec,428,Saint-Georges,D,G5Y,osm,osm+postcode_letter,99966449,way
osm:way/100561118,,,Maxi,open,,,,,Quebec,,CA,45.6294005,-72.9378929,America/Toronto,Discount,,,Maxi,QC,Quebec,452,Saint-Hyacinthe,K,,osm,osm+pip,100561118,way
osm:way/100948233,,,Fortinos,open,,,,,Ontario,,CA,43.2154898,-79.9890664,America/Toronto,Supermarket,,,Fortinos,ON,Ontario,537,Hamilton,B,,osm,osm+pip,100948233,way
osm:way/101753332,,,Maxi,open,1643 Rue D'Youville,Shawinigan,,,Quebec,G9N 8M8,CA,46.5559135,-72.7521055,America/Toronto,Discount,,819-536-4412,Maxi,QC,Quebec,444,Shawinigan,D,G9N,osm,osm+postcode_letter,101753332,way
osm:way/102131162,,,Your Independent Grocer,open,2815 Wanuskewin Road,Saskatoon,,,Saskatchewan,S7K 8E6,CA,52.1737752,-106.6420538,America/Regina,Supermarket,,,Your Independent Grocer,SK,Saskatchewan,725,Saskatoon,B,S7K,osm,osm+postcode_letter,102131162,way
osm:way/102928175,,https://www.realcanadiansuperstore.ca/store-locator/details/1012,Real Canadian Superstore,open,30 Kingston Road West,Ajax,,,Ontario,L1T 4K8,CA,43.860801,-79.0314025,America/Toronto,Hypermarket,,905-683-2272,Real Canadian Superstore,ON,Ontario,535,Toronto,B,L1T,osm,osm+postcode_letter,102928175,way
osm:way/103244693,,https://www.realcanadiansuperstore.ca/store-locator/details/1554,Real Canadian Superstore,open,8195 Scott Road,Delta,,,British Columbia,,CA,49.1517469,-122.8917807,America/Vancouver,Hypermarket,,,Real Canadian Superstore,BC,British Columbia,933,Vancouver,B,,osm,osm+pip,103244693,way
osm:way/103865539,,,Maxi,open,,,,,Quebec,,CA,46.8325454,-71.2419282,America/Toronto,Discount,,,Maxi,QC,Quebec,421,Québec,B,,osm,osm+pip,103865539,way
osm:way/103870666,,,Maxi,open,,,,,Quebec,,CA,46.8435281,-71.2145657,America/Toronto,Discount,,,Maxi,QC,Quebec,421,Québec,B,,osm,osm+pip,103870666,way
osm:way/105185633,,,No Frills,open,,,,,Ontario,,CA,43.6642684,-79.4685951,America/Toronto,Discount,,,No Frills,ON,Ontario,535,Toronto,B,,osm,osm+pip,105185633,way
osm:way/107771908,,,No Frills,open,1951 Eglinton Avenue West,York,,,Ontario,,CA,43.6947755,-79.453032,America/Toronto,Discount,,,No Frills,ON,Ontario,535,Toronto,B,,osm,osm+pip,107771908,way
osm:way/108383120,,https://www.realcanadiansuperstore.ca/store-locator/details/1582,Real Canadian Superstore,open,206 Broadway Street E,Yorkton,,,Saskatchewan,S3N 3K4,CA,51.2081673,-102.4519829,America/Regina,Hypermarket,,306-786-4000,Real Canadian Superstore,SK,Saskatchewan,710,Yorkton,D,S3N,osm,osm+postcode_letter,108383120,way
osm:way/109813574,,,No Frills,open,,,,,Ontario,,CA,43.1387308,-80.2410236,America/Toronto,Discount,,,No Frills,ON,Ontario,543,Brantford,B,,osm,osm+pip,109813574,way
osm:way/110068782,,https://www.nofrills.ca/,No Frills,open,Wellington Street West,Barrie,,,Ontario,,CA,44.3876463,-79.7036777,America/Toronto,Discount,,,No Frills,ON,Ontario,568,Barrie,B,,osm,osm+pip,110068782,way
osm:way/110162735,,,Maxi,open,,,,,Quebec,,CA,45.517587,-73.6982326,America/Toronto,Discount,,,Maxi,QC,Quebec,462,Montréal,B,,osm,osm+pip,110162735,way
osm:way/110357327,,,Fortinos,open,487 Queen Street South,Bolton,,,Ontario,L7E 2B4,CA,43.8714947,-79.7244789,America/Toronto,Supermarket,,800-565-9690,Fortinos,ON,Ontario,535,Toronto,B,L7E,osm,osm+postcode_letter,110357327,way
osm:way/112761000,,,Loblaws,open,3671 Dundas Street West,,,,Ontario,,CA,43.6653609,-79.4959023,America/Toronto,Supermarket,,,Loblaws,ON,Ontario,535,Toronto,B,,osm,osm+pip,112761000,way
osm:way/113215372,,,Wholesale Club,open,,,,,Ontario,,CA,44.5709213,-80.9423129,America/Toronto,Wholesale,,,Wholesale Club,ON,Ontario,566,Owen Sound,D,,osm,osm+pip,113215372,way
osm:way/115376831,,https://www.realcanadiansuperstore.ca/store-locator/details/1585,Real Canadian Superstore,open,4450 Rochdale Boulevard,Regina,,,Saskatchewan,S4X 4N9,CA,50.4982665,-104.6441617,America/Regina,Hypermarket,,306-546-6618,Real Canadian Superstore,SK,Saskatchewan,705,Regina,B,S4X,osm,osm+postcode_letter,115376831,way
osm:way/115859855,,https://www.realcanadiansuperstore.ca/store-locator/details/1043,Real Canadian Superstore,open,1385 Harmony Road North,Oshawa,,,Ontario,L1H 7K5,CA,43.9419148,-78.8437703,America/Toronto,Hypermarket,,905-433-9569,Real Canadian Superstore,ON,Ontario,532,Oshawa,B,L1H,osm,osm+postcode_letter,115859855,way
osm:way/115940312,,https://www.realcanadiansuperstore.ca/store-locator/details/1540,Real Canadian Superstore,open,300 Veterans Boulevard NE,Airdrie,,,Alberta,T4B 3P2,CA,51.3024348,-114.0092545,America/Edmonton,Hypermarket,,,Real Canadian Superstore,AB,Alberta,825,Calgary,B,T4B,osm,osm+postcode_letter,115940312,way
osm:way/116236064,,,No Frills,open,1050 Yankee Valley Boulevard SE,Airdrie,,,Alberta,T4A 2E4,CA,51.2722612,-113.9910188,America/Edmonton,Discount,,,No Frills,AB,Alberta,825,Calgary,B,T4A,osm,osm+postcode_letter,116236064,way
osm:way/116884963,,https://www.maxi.ca/,Maxi,open,300 Boulevard Saint-Joseph,Gatineau,,,Quebec,J8Y 3Y3,CA,45.4390966,-75.7319336,America/Toronto,Discount,,,Maxi,QC,Quebec,505,Ottawa - Gatineau (partie du Québec / Quebec part),B,J8Y,osm,osm+postcode_letter,116884963,way
osm:way/118459130,,https://www.realcanadiansuperstore.ca/store-locator/details/0569,Real Canadian Superstore,open,,,,,Ontario,,CA,44.7382434,-79.9152338,America/Toronto,Hypermarket,,,Real Canadian Superstore,ON,Ontario,571,Midland,D,,osm,osm+pip,118459130,way
osm:way/119868822,,,Your Independent Grocer,open,,,,,Ontario,,CA,42.9960064,-81.2527259,America/Toronto,Supermarket,,,Your Independent Grocer,ON,Ontario,555,London,B,,osm,osm+pip,119868822,way
osm:way/119945223,,https://www.realcanadiansuperstore.ca/store-locator/details/1528,Real Canadian Superstore,open,757 Ryan Road,,,,British Columbia,,CA,49.697113,-124.9862271,America/Vancouver,Hypermarket,,250-334-6900,Real Canadian Superstore,BC,British Columbia,943,Courtenay,D,,osm,osm+pip,119945223,way
osm:way/120858301,,https://www.realcanadiansuperstore.ca/store-locator/details/1546,Real Canadian Superstore,open,4700 130 Avenue SE,Calgary,,,Alberta,T2Z 4E7,CA,50.9342962,-113.9671668,America/Edmonton,Hypermarket,,403-257-6500,Real Canadian Superstore,AB,Alberta,825,Calgary,B,T2Z,osm,osm+postcode_letter,120858301,way
osm:way/121429572,,https://www.zehrs.ca/,Zehrs,open,160 Kortright Road West,Guelph,,,Ontario,N1G 4W2,CA,43.5131999,-80.2179945,America/Toronto,Supermarket,,,Zehrs,ON,Ontario,550,Guelph,B,N1G,osm,osm+postcode_letter,121429572,way
osm:way/122596633,,https://www.realcanadiansuperstore.ca/store-locator/details/2812,Real Canadian Superstore,open,1205 Oxford Street West,London,,,Ontario,N6H 1V9,CA,42.9764786,-81.3228695,America/Toronto,Hypermarket,,,Real Canadian Superstore,ON,Ontario,555,London,B,N6H,osm,osm+postcode_letter,122596633,way
osm:way/122889598,,https://www.realcanadiansuperstore.ca/store-locator/details/1524,Real Canadian Superstore,open,,,,,British Columbia,,CA,50.0361392,-125.2480903,America/Vancouver,Hypermarket,,,Real Canadian Superstore,BC,British Columbia,944,Campbell River,D,,osm,osm+pip+nearest,122889598,way
osm:way/124135886,,https://www.realcanadiansuperstore.ca/store-locator/details/1523,Real Canadian Superstore,open,,,,,British Columbia,,CA,49.1431432,-121.9597294,America/Vancouver,Hypermarket,,,Real Canadian Superstore,BC,British Columbia,930,Chilliwack,B,,osm,osm+pip,124135886,way
osm:way/124281794,,https://www.realcanadiansuperstore.ca/store-locator/details/1578,Real Canadian Superstore,open,15915 Macleod Trail SE,Calgary,,,Alberta,T2Y 3R9,CA,50.9100168,-114.0676441,America/Edmonton,Hypermarket,,403-254-3637,Real Canadian Superstore,AB,Alberta,825,Calgary,B,T2Y,osm,osm+postcode_letter,124281794,way
osm:way/125553942,,https://www.realcanadiansuperstore.ca/store-locator/details/1522,Real Canadian Superstore,open,910 Columbia Street West,Kamloops,,,British Columbia,V2C 1L2,CA,50.6687798,-120.3561692,America/Vancouver,Hypermarket,,250-371-6418,Real Canadian Superstore,BC,British Columbia,925,Kamloops,B,V2C,osm,osm+postcode_letter,125553942,way
osm:way/125672296,,https://www.realcanadiansuperstore.ca/store-locator/details/1091,Real Canadian Superstore,open,,,,,Ontario,,CA,43.0009433,-81.2265034,America/Toronto,Hypermarket,,,Real Canadian Superstore,ON,Ontario,555,London,B,,osm,osm+pip,125672296,way
osm:way/127290558,,,Your Independent Grocer,open,,,,,Ontario,,CA,44.1028469,-78.9372377,America/Toronto,Supermarket,,,Your Independent Grocer,ON,Ontario,,,,,osm,osm+pip,127290558,way
osm:way/128479110,,,No Frills,open,,,,,Ontario,,CA,44.1846001,-77.40544,America/Toronto,Discount,,,No Frills,ON,Ontario,522,Belleville - Quinte West,B,,osm,osm+pip,128479110,way
osm:way/129021079,,,Loblaws,open,3040 Wonderland Road South,London,,,Ontario,N6L 1A6,CA,42.9381487,-81.278159,America/Toronto,Supermarket,,519-668-0719,Loblaws,ON,Ontario,555,London,B,N6L,osm,osm+postcode_letter,129021079,way
osm:way/129311114,,https://www.realcanadiansuperstore.ca/store-locator/details/1077,Real Canadian Superstore,open,825 Don Mills Road,North York,,,Ontario,M3C 1V4,CA,43.7226855,-79.3375015,America/Toronto,Hypermarket,,416-391-0080,Real Canadian Superstore,ON,Ontario,535,Toronto,B,M3C,osm,osm+postcode_letter,129311114,way
osm:way/130211727,,,Zehrs,open,,,,,Ontario,,CA,44.0897434,-79.1308169,America/Toronto,Supermarket,,,Zehrs,ON,Ontario,535,Toronto,B,,osm,osm+pip,130211727,way
osm:way/130699947,,,No Frills,open,740 Saint Anne's Road,,,,Manitoba,,CA,49.8220084,-97.0844875,America/Winnipeg,Discount,,,No Frills,MB,Manitoba,602,Winnipeg,B,,osm,osm+pip,130699947,way
