store_number,slug,url,location_name,status,address_line1,city,county,state,region,postal_code,country_code,latitude,longitude,time_zone,format,total_building_area_sqft,main_voice_phone_number,state_fips,county_fips,tract_fips,block_fips,cbsa_fips,csa_fips,coord_source,fips_source,county_name,cbsa_name,cbsa_metro,csa_name
982,,https://www.walmart.com/store/982-owatonna-mn,Walmart Supercenter,open,1130 W Frontage Rd,Owatonna,,Minnesota,MN,55060,US,44.0958,-93.2497,America/Chicago,Supercenter,,507-455-0049,27,27147,27147960400,271479604002013,36940,378,ceo,census,Steele County,"Owatonna, MN",FALSE,"Minneapolis-St. Paul, MN-WI"
1038,,https://www.walmart.com/store/1038-waseca-mn,Walmart Supercenter,open,2103 State St N,Waseca,,Minnesota,MN,56093,US,44.0974,-93.5093,America/Chicago,Supercenter,,507-835-2250,27,27161,27161790400,271617904001000,,,ceo,census,,,,
1632,,https://www.walmart.com/store/1632-alexandria-mn,Walmart Supercenter,open,4611 State Highway 29 S,Alexandria,,Minnesota,MN,56308,US,45.8482,-95.3837,America/Chicago,Supercenter,,320-762-8945,27,27041,27041450703,270414507031055,10820,,ceo,fcc,Douglas County,"Alexandria, MN",FALSE,
4253,,https://www.walmart.com/store/4253-sauk-centre-mn,Walmart Supercenter,open,205 12th St S,Sauk Centre,,Minnesota,MN,56378,US,45.721,-94.9471,America/Chicago,Supercenter,,320-352-7954,27,27145,27145011500,271450115005015,41060,378,ceo,census,Stearns County,"St. Cloud, MN",TRUE,"Minneapolis-St. Paul, MN-WI"
1999,,https://www.walmart.com/store/1999-andover-mn,Walmart Supercenter,open,1851 Bunker Lake Blvd Nw,Andover,,Minnesota,MN,55304,US,45.2214,-93.3124,America/Chicago,Supercenter,,763-354-1559,27,27003,27003050220,270030502204000,33460,378,ceo,census,Anoka County,"Minneapolis-St. Paul-Bloomington, MN-WI",TRUE,"Minneapolis-St. Paul, MN-WI"
5976,,https://www.walmart.com/store/5976-blaine-mn,Walmart Supercenter,open,11505 Ulysses St Ne,Blaine,,Minnesota,MN,55434,US,45.1798,-93.2391,America/Chicago,Supercenter,,763-354-1979,27,27003,27003050824,270030508243015,33460,378,ceo,census,Anoka County,"Minneapolis-St. Paul-Bloomington, MN-WI",TRUE,"Minneapolis-St. Paul, MN-WI"
1952,,https://www.walmart.com/store/1952-fridley-mn,Walmart Supercenter,open,8450 University Ave Ne,Fridley,,Minnesota,MN,55432,US,45.1212,-93.2652,America/Chicago,Supercenter,,763-780-9400,27,27003,27003050811,270030508112035,33460,378,ceo,census,Anoka County,"Minneapolis-St. Paul-Bloomington, MN-WI",TRUE,"Minneapolis-St. Paul, MN-WI"
3498,,https://www.walmart.com/store/3498-blaine-mn,Walmart Supercenter,open,4369 Ball Road Ne,Blaine,,Minnesota,MN,55014,US,45.1599,-93.1598,America/Chicago,Supercenter,,763-784-0147,27,27003,27003050816,270030508162036,33460,378,ceo,census,Anoka County,"Minneapolis-St. Paul-Bloomington, MN-WI",TRUE,"Minneapolis-St. Paul, MN-WI"
1864,,https://www.walmart.com/store/1864-brooklyn-park-mn,Walmart Supercenter,open,8000 Lakeland Ave N,Brooklyn Park,,Minnesota,MN,55445,US,45.1006,-93.3852,America/Chicago,Supercenter,,763-424-4842,27,27053,27053026816,270530268165007,33460,378,ceo,census,Hennepin County,"Minneapolis-St. Paul-Bloomington, MN-WI",TRUE,"Minneapolis-St. Paul, MN-WI"
2882,,https://www.walmart.com/store/2882-maple-grove-mn,Walmart Supercenter,open,9451 Dunkirk Ln N,Maple Grove,,Minnesota,MN,55311,US,45.1042,-93.4542,America/Chicago,Supercenter,,763-420-3500,27,27053,27053026717,270530267171000,33460,378,ceo,census,Hennepin County,"Minneapolis-St. Paul-Bloomington, MN-WI",TRUE,"Minneapolis-St. Paul, MN-WI"
3209,,https://www.walmart.com/store/3209-elk-river-mn,Walmart Supercenter,open,18185 Zane St Nw,Elk River,,Minnesota,MN,55330,US,45.3001,-93.5494,America/Chicago,Supercenter,,763-441-3461,27,27141,27141030505,271410305051016,33460,378,ceo,census,Sherburne County,"Minneapolis-St. Paul-Bloomington, MN-WI",TRUE,"Minneapolis-St. Paul, MN-WI"
2274,,https://www.walmart.com/store/2274-forest-lake-mn,Walmart Supercenter,open,200 12th St Sw,Forest Lake,,Minnesota,MN,55025,US,45.2762,-93.0013,America/Chicago,Supercenter,,651-464-9740,27,27163,27163070103,271630701031011,33460,378,ceo,census,Washington County,"Minneapolis-St. Paul-Bloomington, MN-WI",TRUE,"Minneapolis-St. Paul, MN-WI"
3404,,https://www.walmart.com/store/3404-roseville-mn,Walmart Supercenter,open,1960 Twin Lakes Parkway,Roseville,,Minnesota,MN,55113,US,45.0219,-93.1835,America/Chicago,Supercenter,,612-788-1303,27,27123,27123041302,271230413024010,33460,378,ceo,census,Ramsey County,"Minneapolis-St. Paul-Bloomington, MN-WI",TRUE,"Minneapolis-St. Paul, MN-WI"
2087,,https://www.walmart.com/store/2087-vadnais-heights-mn,Walmart Supercenter,open,850 East County Rd E,Vadnais Heights,,Minnesota,MN,55127,US,45.0492,-93.0645,America/Chicago,Supercenter,,651-486-7001,27,27123,27123040606,271230406063003,33460,378,ceo,census,Ramsey County,"Minneapolis-St. Paul-Bloomington, MN-WI",TRUE,"Minneapolis-St. Paul, MN-WI"
2352,,https://www.walmart.com/store/2352-cambridge-mn,Walmart Supercenter,open,2101 2nd Ave Se,Cambridge,,Minnesota,MN,55008,US,45.5703,-93.1979,America/Chicago,Supercenter,,763-689-0606,27,27059,27059130302,270591303021047,33460,378,ceo,census,Isanti County,"Minneapolis-St. Paul-Bloomington, MN-WI",TRUE,"Minneapolis-St. Paul, MN-WI"
3624,,https://www.walmart.com/store/3624-monticello-mn,Walmart Supercenter,open,9320 Cedar St,Monticello,,Minnesota,MN,55362,US,45.2842,-93.8021,America/Chicago,Supercenter,,763-295-9800,27,27171,27171100205,271711002051029,33460,378,ceo,census,Wright County,"Minneapolis-St. Paul-Bloomington, MN-WI",TRUE,"Minneapolis-St. Paul, MN-WI"
3364,,https://www.walmart.com/store/3364-saint-paul-mn,Walmart Supercenter,open,1644 Robert St S,Saint Paul,,Minnesota,MN,55118,US,44.8991,-93.08,America/Chicago,Supercenter,,651-453-0343,27,27037,27037060105,270370601051002,33460,378,ceo,census,Dakota County,"Minneapolis-St. Paul-Bloomington, MN-WI",TRUE,"Minneapolis-St. Paul, MN-WI"
2198,,https://www.walmart.com/store/2198-bloomington-mn,Walmart Supercenter,open,700 American Blvd E,Bloomington,,Minnesota,MN,55420,US,44.8608,-93.2652,America/Chicago,Supercenter,,952-854-5600,27,27053,27053025201,270530252013001,33460,378,ceo,census,Hennepin County,"Minneapolis-St. Paul-Bloomington, MN-WI",TRUE,"Minneapolis-St. Paul, MN-WI"
1861,,https://www.walmart.com/store/1861-oak-park-heights-mn,Walmart Supercenter,open,5815 Norell Ave N,Oak Park Heights,,Minnesota,MN,55082,US,45.033,-92.8315,America/Chicago,Supercenter,,651-439-7476,27,27163,27163070706,271630707062004,33460,378,ceo,census,Washington County,"Minneapolis-St. Paul-Bloomington, MN-WI",TRUE,"Minneapolis-St. Paul, MN-WI"
1855,,https://www.walmart.com/store/1855-eden-prairie-mn,Walmart Supercenter,open,12195 Singletree Ln,Eden Prairie,,Minnesota,MN,55344,US,44.8562,-93.4312,America/Chicago,Supercenter,,952-829-9040,27,27053,27053026019,270530260191012,33460,378,ceo,census,Hennepin County,"Minneapolis-St. Paul-Bloomington, MN-WI",TRUE,"Minneapolis-St. Paul, MN-WI"
2643,,https://www.walmart.com/store/2643-woodbury-mn,Walmart Supercenter,open,10240 Hudson Rd,Woodbury,,Minnesota,MN,55129,US,44.9463,-92.8969,America/Chicago,Supercenter,,651-735-5181,27,27163,27163071021,271630710213003,33460,378,ceo,census,Washington County,"Minneapolis-St. Paul-Bloomington, MN-WI",TRUE,"Minneapolis-St. Paul, MN-WI"
3102,,https://www.walmart.com/store/3102-princeton-mn,Walmart Supercenter,open,300 21st Ave N,Princeton,,Minnesota,MN,55371,US,45.5721,-93.6024,America/Chicago,Supercenter,,763-389-7821,27,27095,27095170700,270951707002005,33460,378,ceo,census,Mille Lacs County,"Minneapolis-St. Paul-Bloomington, MN-WI",TRUE,"Minneapolis-St. Paul, MN-WI"
1786,,https://www.walmart.com/store/1786-eagan-mn,Walmart,open,1360 Town Centre Dr,Eagan,,Minnesota,MN,55123,US,44.8285,-93.1624,America/Chicago,Discount,,651-686-7428,27,27037,27037060727,270370607272004,33460,378,ceo,census,Dakota County,"Minneapolis-St. Paul-Bloomington, MN-WI",TRUE,"Minneapolis-St. Paul, MN-WI"
1577,,https://www.walmart.com/store/1577-buffalo-mn,Walmart Supercenter,open,1315 Highway 25 N,Buffalo,,Minnesota,MN,55313,US,45.19,-93.8779,America/Chicago,Supercenter,,763-682-2958,27,27171,27171100705,271711007051009,33460,378,ceo,fcc,Wright County,"Minneapolis-St. Paul-Bloomington, MN-WI",TRUE,"Minneapolis-St. Paul, MN-WI"
5977,,https://www.walmart.com/store/5977-burnsville-mn,Walmart Supercenter,open,12200 River Ridge Blvd,Burnsville,,Minnesota,MN,55337,US,44.7808,-93.2853,America/Chicago,Supercenter,,952-356-0018,27,27037,27037060748,270370607483005,33460,378,ceo,census,Dakota County,"Minneapolis-St. Paul-Bloomington, MN-WI",TRUE,"Minneapolis-St. Paul, MN-WI"
5089,,https://www.walmart.com/store/5089-inver-grove-heights-mn,Walmart,open,9165 Cahill Ave,Inver Grove Heights,,Minnesota,MN,55076,US,44.81656834,-93.04054746,America/Chicago,Discount,,651-451-3975,27,27037,27037060509,270370605092005,33460,378,override,census,Dakota County,"Minneapolis-St. Paul-Bloomington, MN-WI",TRUE,"Minneapolis-St. Paul, MN-WI"
3513,,https://www.walmart.com/store/3513-shakopee-mn,Walmart Supercenter,open,8101 Old Carriage Ct,Shakopee,,Minnesota,MN,55379,US,44.7792,-93.4178,America/Chicago,Supercenter,,952-445-8013,27,27139,27139080304,271390803041000,33460,378,ceo,nominatim+fcc,Scott County,"Minneapolis-St. Paul-Bloomington, MN-WI",TRUE,"Minneapolis-St. Paul, MN-WI"
1365,,https://www.walmart.com/store/1365-hudson-wi,Walmart,open,2222 Crest View Dr,Hudson,,Wisconsin,WI,54016,US,44.9611,-92.7267,America/Chicago,Discount,,715-386-1101,55,55109,55109120905,551091209051005,33460,378,ceo,census,St. Croix County,"Minneapolis-St. Paul-Bloomington, MN-WI",TRUE,"Minneapolis-St. Paul, MN-WI"
2448,,https://www.walmart.com/store/2448-cottage-grove-mn,Walmart Supercenter,open,9300 E Point Douglas Rd S,Cottage Grove,,Minnesota,MN,55016,US,44.8107,-92.9188,America/Chicago,Supercenter,,651-846-2831,27,27163,27163071209,271630712091000,33460,378,ceo,census,Washington County,"Minneapolis-St. Paul-Bloomington, MN-WI",TRUE,"Minneapolis-St. Paul, MN-WI"
2642,,https://www.walmart.com/store/2642-apple-valley-mn,Walmart Supercenter,open,7835 150th St W,Apple Valley,,Minnesota,MN,55124,US,44.7339,-93.2256,America/Chicago,Supercenter,,952-431-9700,27,27037,27037060811,270370608113008,33460,378,ceo,census,Dakota County,"Minneapolis-St. Paul-Bloomington, MN-WI",TRUE,"Minneapolis-St. Paul, MN-WI"
5992,,https://www.walmart.com/store/5992-lakeville-mn,Walmart Supercenter,open,20710 Keokuk Ave,Lakeville,,Minnesota,MN,55044,US,44.6504,-93.2971,America/Chicago,Supercenter,,612-354-5927,27,27037,27037060835,270370608353018,33460,378,ceo,census,Dakota County,"Minneapolis-St. Paul-Bloomington, MN-WI",TRUE,"Minneapolis-St. Paul, MN-WI"
1472,,https://www.walmart.com/store/1472-hastings-mn,Walmart Supercenter,open,1752 N Frontage Rd,Hastings,,Minnesota,MN,55033,US,44.7405,-92.8924,America/Chicago,Supercenter,,651-438-2400,27,27037,27037061102,270370611024004,33460,378,ceo,census,Dakota County,"Minneapolis-St. Paul-Bloomington, MN-WI",TRUE,"Minneapolis-St. Paul, MN-WI"
1657,,https://www.walmart.com/store/1657-faribault-mn,Walmart Supercenter,open,150 Western Ave Nw,Faribault,,Minnesota,MN,55021,US,44.2898,-93.3055,America/Chicago,Supercenter,,507-332-0232,27,27131,27131070902,271310709021021,22060,378,ceo,census,Rice County,"Faribault-Northfield, MN",FALSE,"Minneapolis-St. Paul, MN-WI"
3534,,https://www.walmart.com/store/3534-red-wing-mn,Walmart Supercenter,open,295 Tyler Rd S,Red Wing,,Minnesota,MN,55066,US,44.563,-92.582,America/Chicago,Supercenter,,651-385-0003,27,27049,27049080202,270490802021018,39860,378,ceo,census,Goodhue County,"Red Wing, MN",FALSE,"Minneapolis-St. Paul, MN-WI"
2812,,https://www.walmart.com/store/2812-rochester-mn,Walmart Supercenter,open,25 25th St Se,Rochester,,Minnesota,MN,55904,US,43.9866,-92.4595,America/Chicago,Supercenter,,507-292-0909,27,27109,27109001000,271090010003010,40340,462,ceo,census,Olmsted County,"Rochester, MN",TRUE,"Rochester-Austin-Winona, MN"
1654,,https://www.walmart.com/store/1654-baxter-mn,Walmart Supercenter,open,7295 Glory Rd,Baxter,,Minnesota,MN,56425,US,46.3422,-94.2497,America/Chicago,Supercenter,,218-829-2220,,,,,,,ceo,none,,,,
1634,,https://www.walmart.com/store/1634-little-falls-mn,Walmart Supercenter,open,15091 18th St Ne,Little Falls,,Minnesota,MN,56345,US,45.979,-94.3346,America/Chicago,Supercenter,,320-632-9268,27,27097,27097780600,270977806002007,,,ceo,census,,,,
3233,,https://www.walmart.com/store/3233-bemidji-mn,Walmart Supercenter,open,2025 Paul Bunyan Dr Nw,Bemidji,,Minnesota,MN,56601,US,47.4964,-94.9091,America/Chicago,Supercenter,,218-755-6120,27,27007,27007450703,270074507031037,13420,,ceo,census,Beltrami County,"Bemidji, MN",FALSE,
5432,,https://www.walmart.com/store/5432-new-richmond-wi,Walmart Supercenter,open,250 Richmond Way,New Richmond,,Wisconsin,WI,54017,US,45.1008,-92.5375,America/Chicago,Supercenter,,715-246-5509,55,55109,55109120501,551091205012021,33460,378,ceo,census,St. Croix County,"Minneapolis-St. Paul-Bloomington, MN-WI",TRUE,"Minneapolis-St. Paul, MN-WI"
2421,,https://www.walmart.com/store/2421-saint-croix-falls-wi,Walmart Supercenter,open,2212 Glacier Dr,Saint Croix Falls,,Wisconsin,WI,54024,US,45.3999,-92.6036,America/Chicago,Supercenter,,715-483-1399,55,55095,55095960701,550959607011082,,,ceo,census,,,,
4374,,https://www.walmart.com/store/4374-litchfield-mn,Walmart Supercenter,open,2301 East Frontage Road,Litchfield,,Minnesota,MN,55355,US,45.1211,-94.4908,America/Chicago,Supercenter,,320-693-1022,27,27093,27093560200,270935602002011,,,ceo,census,,,,
3088,,https://www.walmart.com/store/3088-st-cloud-mn,Walmart Supercenter,open,3601 2nd St South,St Cloud,,Minnesota,MN,56301,US,45.5505,-94.2023,America/Chicago,Supercenter,,320-345-9810,27,27145,27145000601,271450006012058,41060,378,ceo,census,Stearns County,"St. Cloud, MN",TRUE,"Minneapolis-St. Paul, MN-WI"
1738,,https://www.walmart.com/store/1738-hutchinson-mn,Walmart Supercenter,open,1300 Highway 15 S,Hutchinson,,Minnesota,MN,55350,US,44.8717,-94.3784,America/Chicago,Supercenter,,320-587-1020,27,27085,27085950302,270859503022000,26780,378,ceo,nominatim+fcc,McLeod County,"Hutchinson, MN",FALSE,"Minneapolis-St. Paul, MN-WI"
1633,,https://www.walmart.com/store/1633-sartell-mn,Walmart Supercenter,open,21 County Road 120,Sartell,,Minnesota,MN,56303,US,45.5921,-94.1881,America/Chicago,Supercenter,,320-259-1527,27,27145,27145010104,271450101041041,41060,378,ceo,census,Stearns County,"St. Cloud, MN",TRUE,"Minneapolis-St. Paul, MN-WI"
2367,,https://www.walmart.com/store/2367-pine-city-mn,Walmart Supercenter,open,950 11th St Sw,Pine City,,Minnesota,MN,55063,US,45.8176,-92.9769,America/Chicago,Supercenter,,320-629-5845,27,27115,27115950700,271159507003013,,,ceo,nominatim+fcc,,,,
1929,,https://www.walmart.com/store/1929-cloquet-mn,Walmart Supercenter,open,1308 Highway 33 S,Cloquet,,Minnesota,MN,55720,US,46.7041,-92.4526,America/Chicago,Supercenter,,218-878-0737,27,27137,27137011102,271370111023054,20260,228,ceo,census,St. Louis County,"Duluth, MN-WI",TRUE,"Duluth-Grand Rapids, MN-WI"
1757,,https://www.walmart.com/store/1757-hermantown-mn,Walmart Supercenter,open,4740 Mall Dr,Hermantown,,Minnesota,MN,55811,US,46.8172,-92.1843,America/Chicago,Supercenter,,218-727-1310,27,27137,27137010301,271370103013001,20260,228,ceo,nominatim+fcc,St. Louis County,"Duluth, MN-WI",TRUE,"Duluth-Grand Rapids, MN-WI"
1447,,https://www.walmart.com/store/1447-superior-wi,Walmart Supercenter,open,3705 Tower Ave,Superior,,Wisconsin,WI,54880,US,46.6944,-92.1071,America/Chicago,Supercenter,,715-392-6060,55,55031,55031020800,550310208003035,20260,228,ceo,nominatim+fcc,Douglas County,"Duluth, MN-WI",TRUE,"Duluth-Grand Rapids, MN-WI"
3758,,https://www.walmart.com/store/3758-crookston-mn,Walmart Supercenter,open,1930 Sahlstrom Dr,Crookston,,Minnesota,MN,56716,US,47.7915,-96.6077,America/Chicago,Supercenter,,218-281-2970,27,27119,27119020600,271190206002016,24220,,ceo,fcc,Polk County,"Grand Forks, ND-MN",TRUE,
1545,,https://www.walmart.com/store/1545-grand-forks-nd,Walmart Supercenter,open,2551 32nd Ave S,Grand Forks,,North Dakota,ND,58201,US,47.8872,-97.0649,America/Chicago,Supercenter,,701-746-7225,38,38035,38035011202,380350112023001,24220,,ceo,census,Grand Forks County,"Grand Forks, ND-MN",TRUE,
5806,,https://www.walmart.com/store/5806-grand-forks-nd,Walmart Supercenter,open,5755 Gateway Dr,Grand Forks,,North Dakota,ND,58203,US,47.9308,-97.1135,America/Chicago,Supercenter,,701-620-6003,38,38035,38035010400,380350104003010,24220,,ceo,nominatim+fcc,Grand Forks County,"Grand Forks, ND-MN",TRUE,
3761,,https://www.walmart.com/store/3761-thief-river-falls-mn,Walmart Supercenter,open,1755 Highway 59 S,Thief River Falls,,Minnesota,MN,56701,US,48.1225,-96.2073,America/Chicago,Supercenter,,218-683-3643,27,27113,27113090400,271130904001004,,,ceo,fcc,,,,
2957,,https://www.walmart.com/store/2957-detroit-lakes-mn,Walmart Supercenter,open,1583 Highway 10 W,Detroit Lakes,,Minnesota,MN,56501,US,46.8256,-95.8778,America/Chicago,Supercenter,,218-847-1126,27,27005,27005450400,270054504001069,19810,,ceo,census,Becker County,"Detroit Lakes, MN",FALSE,
1627,,https://www.walmart.com/store/1627-dilworth-mn,Walmart Supercenter,open,415 34th St N,Dilworth,,Minnesota,MN,56529,US,46.8821,-96.7231,America/Chicago,Supercenter,,218-233-9822,27,27027,27027030112,270270301123001,22020,244,ceo,census,Clay County,"Fargo, ND-MN",TRUE,"Fargo-Wahpeton, ND-MN"
1581,,https://www.walmart.com/store/1581-fargo-nd,Walmart Supercenter,open,4731 13th Ave S,Fargo,,North Dakota,ND,58103,US,46.8646,-96.8657,America/Chicago,Supercenter,,701-281-3971,38,38017,38017010109,380170101091012,22020,244,ceo,census,Cass County,"Fargo, ND-MN",TRUE,"Fargo-Wahpeton, ND-MN"
4352,,https://www.walmart.com/store/4352-fargo-nd,Walmart Supercenter,open,3757 55th Ave S,Fargo,,North Dakota,ND,58104,US,46.8015,-96.8421,America/Chicago,Supercenter,,701-526-1167,38,38017,38017040509,380170405094003,22020,244,ceo,census,Cass County,"Fargo, ND-MN",TRUE,"Fargo-Wahpeton, ND-MN"
3806,,https://www.walmart.com/store/3806-fairmont-mn,Walmart Supercenter,open,1250 Goemann Rd,Fairmont,,Minnesota,MN,56031,US,43.6819,-94.445,America/Chicago,Supercenter,,507-235-2500,27,27091,27091790600,270917906001002,21860,,ceo,nominatim+fcc,Martin County,"Fairmont, MN",FALSE,
1473,,https://www.walmart.com/store/1473-mankato-mn,Walmart Supercenter,open,1881 E Madison Ave,Mankato,,Minnesota,MN,56001,US,44.164,-93.9508,America/Chicago,Supercenter,,507-625-9318,27,27013,27013170500,270131705003003,31860,359,ceo,census,Blue Earth County,"Mankato, MN",TRUE,"Mankato-New Ulm, MN"
1696,,https://www.walmart.com/store/1696-fergus-falls-mn,Walmart Supercenter,open,3300 State Highway 210 W,Fergus Falls,,Minnesota,MN,56537,US,46.2925,-96.1244,America/Chicago,Supercenter,,218-739-5552,27,27111,27111960900,271119609001018,22260,,ceo,census,Otter Tail County,"Fergus Falls, MN",FALSE,
3875,,https://www.walmart.com/store/3875-wahpeton-nd,Walmart Supercenter,open,1625 Commerce Dr,Wahpeton,,North Dakota,ND,58075,US,46.2839,-96.6299,America/Chicago,Supercenter,,701-642-9086,38,38077,38077970900,380779709001015,47420,244,ceo,census,Richland County,"Wahpeton, ND-MN",FALSE,"Fargo-Wahpeton, ND-MN"
1609,,https://www.walmart.com/store/1609-grand-rapids-mn,Walmart Supercenter,open,100 Se 29th St,Grand Rapids,,Minnesota,MN,55744,US,47.2029,-93.5297,America/Chicago,Supercenter,,218-326-9682,27,27061,27061480803,270614808031067,24330,228,ceo,census,Itasca County,"Grand Rapids, MN",FALSE,"Duluth-Grand Rapids, MN-WI"
2937,,https://www.walmart.com/store/2937-hibbing-mn,Walmart Supercenter,open,12080 Highway 169 W,Hibbing,,Minnesota,MN,55746,US,47.398,-92.9609,America/Chicago,Supercenter,,218-262-2351,27,27137,27137012100,271370121002033,20260,228,ceo,census,St. Louis County,"Duluth, MN-WI",TRUE,"Duluth-Grand Rapids, MN-WI"
4849,,https://www.walmart.com/store/4849-mountain-iron-mn,Walmart Supercenter,open,8580 Rock Ridge Dr,Mountain Iron,,Minnesota,MN,55768,US,47.5209,-92.5908,America/Chicago,Supercenter,,218-305-3314,27,27137,27137012800,271370128001031,20260,228,ceo,nominatim+fcc,St. Louis County,"Duluth, MN-WI",TRUE,"Duluth-Grand Rapids, MN-WI"
1470,,https://www.walmart.com/store/1470-willmar-mn,Walmart Supercenter,open,700 19th Ave Se,Willmar,,Minnesota,MN,56201,US,45.1029,-95.0342,America/Chicago,Supercenter,,320-231-3456,27,27067,27067781000,270677810001013,48820,,ceo,census,Kandiyohi County,"Willmar, MN",FALSE,
3760,,https://www.walmart.com/store/3760-new-ulm-mn,Walmart Supercenter,open,1720 Westridge Rd,New Ulm,,Minnesota,MN,56073,US,44.3287,-94.5054,America/Chicago,Supercenter,,507-354-0900,27,27015,27015960400,270159604003023,35580,359,ceo,census,Brown County,"New Ulm, MN",FALSE,"Mankato-New Ulm, MN"
1722,,https://www.walmart.com/store/1722-marshall-mn,Walmart Supercenter,open,1221 E Main St,Marshall,,Minnesota,MN,56258,US,44.4329,-95.7675,America/Chicago,Supercenter,,507-532-9383,27,27083,27083360300,270833603003004,32140,,ceo,census,Lyon County,"Marshall, MN",FALSE,
1858,,https://www.walmart.com/store/1858-montevideo-mn,Walmart Supercenter,open,3001 E Highway 7,Montevideo,,Minnesota,MN,56265,US,44.9516,-95.6899,America/Chicago,Supercenter,,320-269-5390,27,27023,27023950300,270239503002031,,,ceo,fcc,,,,
1865,,https://www.walmart.com/store/1865-redwood-falls-mn,Walmart Supercenter,open,1410 E Bridge St,Redwood Falls,,Minnesota,MN,56283,US,44.5402,-95.0879,America/Chicago,Supercenter,,507-644-6278,27,27127,27127750200,271277502002004,,,ceo,census,,,,
4244,,https://www.walmart.com/store/4244-park-rapids-mn,Walmart Supercenter,open,1303 Charles St,Park Rapids,,Minnesota,MN,56470,US,46.9251,-95.0339,America/Chicago,Supercenter,,218-732-0339,27,27057,27057070500,270570705002055,,,ceo,census,,,,
4246,,https://www.walmart.com/store/4246-wadena-mn,Walmart Supercenter,open,100 Juniper Ave,Wadena,,Minnesota,MN,56482,US,46.4532,-95.1274,America/Chicago,Supercenter,,218-631-1068,27,27159,27159480300,271594803001018,,,ceo,census,,,,
1971,,https://www.walmart.com/store/1971-rochester-mn,Walmart Supercenter,open,3400 55th St Nw,Rochester,,Minnesota,MN,55901,US,44.0774,-92.5115,America/Chicago,Supercenter,,507-280-7733,27,27109,27109001403,271090014032003,40340,462,ceo,census,Olmsted County,"Rochester, MN",TRUE,"Rochester-Austin-Winona, MN"
5397,,https://www.walmart.com/store/5397-winona-mn,Walmart Supercenter,open,955 Frontenac Dr,Winona,,Minnesota,MN,55987,US,44.0328,-91.6173,America/Chicago,Supercenter,,507-452-0102,27,27169,27169670700,271696707002068,49100,462,ceo,census,Winona County,"Winona, MN",FALSE,"Rochester-Austin-Winona, MN"
1679,,https://www.walmart.com/store/1679-onalaska-wi,Walmart Supercenter,open,3107 Market Pl,Onalaska,,Wisconsin,WI,54650,US,43.8782,-91.1827,America/Chicago,Supercenter,,608-781-8282,55,55063,55063010500,550630105001142,29100,317,ceo,census,La Crosse County,"La Crosse-Onalaska, WI-MN",TRUE,"La Crosse-Onalaska-Sparta, WI-MN"
5127,,https://www.walmart.com/store/5127-la-crosse-wi,Walmart Supercenter,open,4622 Mormon Coulee Rd,La Crosse,,Wisconsin,WI,54601,US,43.7671,-91.2118,America/Chicago,Supercenter,,608-788-1870,55,55063,55063001102,550630011022028,29100,317,ceo,census,La Crosse County,"La Crosse-Onalaska, WI-MN",TRUE,"La Crosse-Onalaska-Sparta, WI-MN"
99,,https://www.walmart.com/store/99-union-mo,Walmart Supercenter,open,1445 E Central Ct,Union,,Missouri,MO,63084,US,38.4344,-90.9701,America/Chicago,Supercenter,,636-583-2355,29,29071,29071800606,290718006061008,41180,476,ceo,census,Franklin County,"St. Louis, MO-IL",TRUE,"St. Louis-St. Charles-Farmington, MO-IL"
172,,https://www.walmart.com/store/172-washington-mo,Walmart Supercenter,open,1701 A Roy Dr,Washington,,Missouri,MO,63090,US,38.5404,-90.9952,America/Chicago,Supercenter,,636-239-1993,29,29071,29071800201,290718002013029,41180,476,ceo,census,Franklin County,"St. Louis, MO-IL",TRUE,"St. Louis-St. Charles-Farmington, MO-IL"
92,,https://www.walmart.com/store/92-aurora-mo,Walmart Supercenter,open,3020 S Elliott Ave,Aurora,,Missouri,MO,65605,US,36.9464,-93.7151,America/Chicago,Supercenter,,417-678-5800,29,29109,29109470501,291094705011077,,,ceo,census,,,,
7249,,https://www.walmart.com/store/7249-mount-vernon-mo,Walmart Supercenter,open,500 W Mount Vernon Blvd,Mount Vernon,,Missouri,MO,65712,US,37.092,-93.8261,America/Chicago,Supercenter,,417-461-7005,29,29109,29109470202,291094702022019,,,ceo,census,,,,
1009,,https://www.walmart.com/store/1009-republic-mo,Walmart Supercenter,open,1150 Us Highway 60 E,Republic,,Missouri,MO,65738,US,37.1278,-93.459,America/Chicago,Supercenter,,417-732-1473,29,29077,29077004802,290770048021003,44180,,ceo,census,Greene County,"Springfield, MO",TRUE,
3704,,https://www.walmart.com/store/3704-republic-mo,Clinic Pharmacy,open,3176 N Drury Ln,Republic,,Missouri,MO,65619,US,37.1711,-93.4298,America/Chicago,Clinic Pharmacy,,417-233-7080,,,,,,,ceo,none,,,,
5692,,https://www.walmart.com/store/5692-springfield-mo,Walmart Neighborhood Market,open,3150 W Republic Rd,Springfield,,Missouri,MO,65810,US,37.1383,-93.3431,America/Chicago,Neighborhood Market,,417-520-3144,29,29077,29077004105,290770041054000,44180,,ceo,census,Greene County,"Springfield, MO",TRUE,
2702,,https://www.walmart.com/store/2702-nixa-mo,Walmart Supercenter,open,1102 N Massey Blvd,Nixa,,Missouri,MO,65714,US,37.0609,-93.2994,America/Chicago,Supercenter,,417-724-1097,29,29043,29043020202,290430202024020,44180,,ceo,census,Christian County,"Springfield, MO",TRUE,
