store_number,slug,url,location_name,status,address_line1,city,county,state,region,postal_code,country_code,latitude,longitude,time_zone,format,total_building_area_sqft,main_voice_phone_number,state_fips,county_fips,tract_fips,block_fips,cbsa_fips,csa_fips,county_name,cbsa_name,cbsa_metro,csa_name
1809,philadelphia-roosevelt-blvd,https://www.target.com/sl/philadelphia-roosevelt-blvd/1809,Philadelphia Roosevelt Blvd,Open,11000 Roosevelt Blvd Ste 3,Philadelphia,Philadelphia,Pennsylvania,PA,19116-3961,US,40.101882,-75.010845,America/New_York,Pfresh,146378,215-305-0000,42,42101,42101036000,421010360003001,37980,428,Philadelphia County,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",TRUE,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
1811,texarkana,https://www.target.com/sl/texarkana/1811,Texarkana,Open,102 Richmond Ranch Rd,Texarkana,Bowie,Texas,TX,75503-1081,US,33.457924,-94.092134,America/Chicago,Pfresh,123473,903-223-0062,48,48037,48037010906,480370109061028,45500,,Bowie County,"Texarkana, TX-AR",TRUE,
1812,bee-cave,https://www.target.com/sl/bee-cave/1812,Bee Cave,Open,3702 Ranch Rd 620 S,Bee Cave,Travis,Texas,TX,78738-6304,US,30.316956,-97.954375,America/Chicago,Pfresh,123399,512-651-0094,48,48453,48453037000,484530370002006,12420,,Travis County,"Austin-Round Rock-San Marcos, TX",TRUE,
1813,greeley,https://www.target.com/sl/greeley/1813,Greeley,Open,4400 Centerplace Dr,Greeley,Weld,Colorado,CO,80634-3756,US,40.393874,-104.750551,America/Denver,Pfresh,124545,970-330-5443,08,08123,08123001409,081230014092014,24540,216,Weld County,"Greeley, CO",TRUE,"Denver-Aurora-Greeley, CO"
1814,american-fork,https://www.target.com/sl/american-fork/1814,American Fork,Open,608 W Main St,American Fork,Utah,Utah,UT,84003-9762,US,40.378504,-111.815253,America/Denver,Pfresh,124965,801-756-5449,49,49049,49049000207,490490002072007,39340,482,Utah County,"Provo-Orem-Lehi, UT",TRUE,"Salt Lake City-Provo-Orem, UT-ID"
1815,chula-vista-east,https://www.target.com/sl/chula-vista-east/1815,Chula Vista East,Open,910 Eastlake Pkwy,Chula Vista,San Diego,California,CA,91914-3558,US,32.650517,-116.968454,America/Los_Angeles,Pfresh,136391,619-213-1010,06,06073,06073013424,060730134242005,41740,,San Diego County,"San Diego-Chula Vista-Carlsbad, CA",TRUE,
1816,el-centro,https://www.target.com/sl/el-centro/1816,El Centro,Open,2295 N Imperial Ave,El Centro,Imperial,California,CA,92243-1335,US,32.813328,-115.567642,America/Los_Angeles,Pfresh,123777,760-482-5400,06,06025,06025011201,060250112011014,20940,,Imperial County,"El Centro, CA",TRUE,
1818,riverhead,https://www.target.com/sl/riverhead/1818,Riverhead,Open,1150 Old Country Rd,Riverhead,Suffolk,New York,NY,11901-2073,US,40.933102,-72.679359,America/New_York,Pfresh,125836,631-208-9424,36,36103,36103169705,361031697052001,35620,408,Suffolk County,"New York-Newark-Jersey City, NY-NJ",TRUE,"New York-Newark, NY-NJ-CT-PA"
1819,antioch-slatten-ranch,https://www.target.com/sl/antioch-slatten-ranch/1819,Antioch Slatten Ranch,Open,5769 Lone Tree Way,Antioch,Contra Costa,California,CA,94531-8587,US,37.964,-121.738,America/Los_Angeles,Pfresh,142546,925-752-0002,06,06013,06013302009,060133020091003,41860,488,Contra Costa County,"San Francisco-Oakland-Fremont, CA",TRUE,"San Jose-San Francisco-Oakland, CA"
1820,clearwater,https://www.target.com/sl/clearwater/1820,Clearwater,Open,2747 Gulf To Bay Blvd,Clearwater,Pinellas,Florida,FL,33759-3945,US,27.95818,-82.7245,America/New_York,SuperTarget,174186,727-431-0231,12,12103,12103025420,121030254202034,45300,,Pinellas County,"Tampa-St. Petersburg-Clearwater, FL",TRUE,
1821,manhattan,https://www.target.com/sl/manhattan/1821,Manhattan,Open,800 Commons Pl,Manhattan,Riley,Kansas,KS,66503-3001,US,39.171758,-96.605345,America/Chicago,Pfresh,123778,785-770-3643,20,20161,20161000602,201610006022003,31740,,Riley County,"Manhattan, KS",TRUE,
1822,clifton,https://www.target.com/sl/clifton/1822,Clifton,Open,30 Kingsland Rd,Clifton,Passaic,New Jersey,NJ,07014-1904,US,40.824427,-74.135839,America/New_York,Pfresh,137312,973-330-0002,34,34031,34031124402,340311244023017,35620,408,Passaic County,"New York-Newark-Jersey City, NY-NJ",TRUE,"New York-Newark, NY-NJ-CT-PA"
1823,howell-township,https://www.target.com/sl/howell-township/1823,Howell Township,Open,4955 US Highway 9,Howell,Monmouth,New Jersey,NJ,07731-3750,US,40.131875,-74.220036,America/New_York,Pfresh,123753,732-363-4182,34,34025,34025811200,340258112004006,35620,408,Monmouth County,"New York-Newark-Jersey City, NY-NJ",TRUE,"New York-Newark, NY-NJ-CT-PA"
1824,white-oak-garner,https://www.target.com/sl/white-oak-garner/1824,White Oak Garner,Open,1040 Timber Dr E,Garner,Wake,North Carolina,NC,27529-6913,US,35.68757,-78.5792,America/New_York,Pfresh,124876,919-661-2017,37,37183,37183052813,371830528132004,39580,450,Wake County,"Raleigh-Cary, NC",TRUE,"Raleigh-Durham-Cary, NC"
1825,montgomery,https://www.target.com/sl/montgomery/1825,Montgomery,Open,2576 Berryhill Rd,Montgomery,Montgomery,Alabama,AL,36117-3564,US,32.360305,-86.16067,America/Chicago,Pfresh,124066,334-356-6265,01,01101,01101005412,011010054124026,33860,388,Montgomery County,"Montgomery, AL",TRUE,"Montgomery-Selma, AL"
1826,raleigh-capital-blvd,https://www.target.com/sl/raleigh-capital-blvd/1826,Raleigh Capital Blvd,Open,7900 Old Wake Forest Rd,Raleigh,Wake,North Carolina,NC,27616-3319,US,35.865849,-78.567983,America/New_York,SuperTarget,174689,919-790-1024,37,37183,37183054015,371830540151039,39580,450,Wake County,"Raleigh-Cary, NC",TRUE,"Raleigh-Durham-Cary, NC"
1827,chantilly,https://www.target.com/sl/chantilly/1827,Chantilly,Open,14391 Chantilly Crossing Ln,Chantilly,Fairfax,Virginia,VA,20151-2118,US,38.8952,-77.445838,America/New_York,Pfresh,142636,571-262-0020,51,51059,51059490104,510594901042035,47900,548,Fairfax County,"Washington-Arlington-Alexandria, DC-VA-MD-WV",TRUE,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
1828,bridgeport,https://www.target.com/sl/bridgeport/1828,Bridgeport,Open,2800 Meadowbrook Mall,Bridgeport,Harrison,West Virginia,WV,26330-9795,US,39.311828,-80.27442,America/New_York,Pfresh,125468,304-842-7770,54,54033,54033032000,540330320002105,17220,242,Harrison County,"Clarksburg, WV",FALSE,"Fairmont-Clarksburg, WV"
1829,north-charleston,https://www.target.com/sl/north-charleston/1829,North Charleston,Open,7250 Rivers Ave,North Charleston,Charleston,South Carolina,SC,29406-4625,US,32.935508,-80.036232,America/New_York,Pfresh,125007,843-553-4691,45,45019,45019003104,450190031042000,16700,,Charleston County,"Charleston-North Charleston, SC",TRUE,
1830,queensbury,https://www.target.com/sl/queensbury/1830,Queensbury,Open,578 Aviation Rd,Queensbury,Warren,New York,NY,12804-1803,US,43.327893,-73.678541,America/New_York,Pfresh,126258,518-792-6016,36,36113,36113070701,361130707014008,24020,104,Warren County,"Glens Falls, NY",TRUE,"Albany-Schenectady, NY"
1831,champlin,https://www.target.com/sl/champlin/1831,Champlin,Open,11990 Business Park Blvd N,Champlin,Hennepin,Minnesota,MN,55316-2005,US,45.172343,-93.388483,America/Chicago,SuperTarget,174683,763-354-1006,27,27053,27053026906,270530269063004,33460,378,Hennepin County,"Minneapolis-St. Paul-Bloomington, MN-WI",TRUE,"Minneapolis-St. Paul, MN-WI"
1832,blaine,https://www.target.com/sl/blaine/1832,Blaine,Open,1500 109th Ave NE,Blaine,Anoka,Minnesota,MN,55449-4670,US,45.165672,-93.232421,America/Chicago,SuperTarget,176291,763-354-1000,27,27003,27003050821,270030508214004,33460,378,Anoka County,"Minneapolis-St. Paul-Bloomington, MN-WI",TRUE,"Minneapolis-St. Paul, MN-WI"
1833,savage,https://www.target.com/sl/savage/1833,Savage,Open,14333 Hwy 13,Savage,Scott,Minnesota,MN,55378-2153,US,44.743707,-93.377421,America/Chicago,SuperTarget,176246,952-226-1444,27,27139,27139080204,271390802041001,33460,378,Scott County,"Minneapolis-St. Paul-Bloomington, MN-WI",TRUE,"Minneapolis-St. Paul, MN-WI"
1834,upland,https://www.target.com/sl/upland/1834,Upland,Open,1931 Campus Ave,Upland,San Bernardino,California,CA,91784-1667,US,34.133189,-117.641221,America/Los_Angeles,Pfresh,127423,909-985-0348,06,06071,06071000819,060710008192002,40140,348,San Bernardino County,"Riverside-San Bernardino-Ontario, CA",TRUE,"Los Angeles-Long Beach, CA"
1835,millbury,https://www.target.com/sl/millbury/1835,Millbury,Open,70 Worcester Providence Tpke #100,Millbury,Worcester,Massachusetts,MA,01527-2652,US,42.194395,-71.774687,America/New_York,Pfresh,125012,508-865-3116,25,25027,25027737100,250277371003045,49340,148,Worcester County,"Worcester, MA",TRUE,"Boston-Worcester-Providence, MA-RI-NH"
1836,cedar-hill,https://www.target.com/sl/cedar-hill/1836,Cedar Hill,Open,739 N Highway 67,Cedar Hill,Dallas,Texas,TX,75104-2142,US,32.603229,-96.936694,America/Chicago,SuperTarget,174099,972-291-6149,48,48113,48113016522,481130165221001,19100,206,Dallas County,"Dallas-Fort Worth-Arlington, TX",TRUE,"Dallas-Fort Worth, TX-OK"
1837,baybrook,https://www.target.com/sl/baybrook/1837,Baybrook,Open,1801 W Bay Area Blvd,Webster,Harris,Texas,TX,77598-3403,US,29.53649,-95.151593,America/Chicago,Pfresh,174446,281-819-4116,48,48201,48201350803,482013508033007,26420,288,Harris County,"Houston-Pasadena-The Woodlands, TX",TRUE,"Houston-Pasadena, TX"
1838,chandler-fashion-center,https://www.target.com/sl/chandler-fashion-center/1838,Chandler Fashion Center,Open,3425 W Frye Rd,Chandler,Maricopa,Arizona,AZ,85226-5008,US,33.296076,-111.899963,America/Phoenix,Pfresh,143159,480-281-0007,04,04013,04013811100,040138111002011,38060,429,Maricopa County,"Phoenix-Mesa-Chandler, AZ",TRUE,"Phoenix-Mesa, AZ"
1839,hadley,https://www.target.com/sl/hadley/1839,Hadley,Open,367 Russell St,Hadley,Hampshire,Massachusetts,MA,01035-9456,US,42.357311,-72.547241,America/New_York,Pfresh,126770,413-586-5945,25,25015,25015821400,250158214004022,11200,521,Hampshire County,"Amherst Town-Northampton, MA",TRUE,"Springfield-Amherst Town-Northampton, MA"
1840,stateline,https://www.target.com/sl/stateline/1840,Stateline,Open,1201 W 136th St,Kansas City,Jackson,Missouri,MO,64145-1647,US,38.880085,-94.60723,America/Chicago,SuperTarget,174348,816-412-0108,29,29095,29095013405,290950134052021,28140,312,Jackson County,"Kansas City, MO-KS",TRUE,"Kansas City-Overland Park-Kansas City, MO-KS"
1841,macedonia,https://www.target.com/sl/macedonia/1841,Macedonia,Open,8282 Golden Link Blvd,Northfield,Summit,Ohio,OH,44067-2067,US,41.311787,-81.525952,America/New_York,Pfresh,123906,330-468-9176,39,39153,39153532703,391535327032001,10420,184,Summit County,"Akron, OH",TRUE,"Cleveland-Akron-Canton, OH"
1842,overland-park-south,https://www.target.com/sl/overland-park-south/1842,Overland Park South,Open,8101 W 151st,Overland Park,Johnson,Kansas,KS,66223-2113,US,38.853669,-94.681994,America/Chicago,Pfresh,127733,913-905-0419,20,20091,20091053418,200910534183008,28140,312,Johnson County,"Kansas City, MO-KS",TRUE,"Kansas City-Overland Park-Kansas City, MO-KS"
1843,riverside-se,https://www.target.com/sl/riverside-se/1843,Riverside SE,Open,2755 Canyon Springs Pkwy,Riverside,Riverside,California,CA,92507-0932,US,33.938916,-117.28174,America/Los_Angeles,Pfresh,127337,951-697-6778,06,06065,06065042505,060650425051004,40140,348,Riverside County,"Riverside-San Bernardino-Ontario, CA",TRUE,"Los Angeles-Long Beach, CA"
1845,wilkes-barre,https://www.target.com/sl/wilkes-barre/1845,Wilkes-Barre,Open,3400 Wilkes-Barre Township Commons,Wilkes-Barre Township,Luzerne,Pennsylvania,PA,18702-6832,US,41.237784,-75.844602,America/New_York,Pfresh,124994,570-829-0511,42,42079,42079215200,420792152002009,42540,,Luzerne County,"Scranton--Wilkes-Barre, PA",TRUE,
1846,lemon-grove,https://www.target.com/sl/lemon-grove/1846,Lemon Grove,Open,3424 College Ave,San Diego,San Diego,California,CA,92115-7134,US,32.74126,-117.055525,America/Los_Angeles,Pfresh,129649,619-471-0025,06,06073,06073002703,060730027034020,41740,,San Diego County,"San Diego-Chula Vista-Carlsbad, CA",TRUE,
1847,wilsonville,https://www.target.com/sl/wilsonville/1847,Wilsonville,Open,25925 SW Heather Pl,Wilsonville,Washington,Oregon,OR,97070-5785,US,45.333101,-122.766997,America/Los_Angeles,Pfresh,123700,503-682-7781,41,41067,41067032110,410670321101037,38900,440,Washington County,"Portland-Vancouver-Hillsboro, OR-WA",TRUE,"Portland-Vancouver-Salem, OR-WA"
1848,nora-plaza,https://www.target.com/sl/nora-plaza/1848,Nora Plaza,Open,1300 E 86th St Ste 35,Indianapolis,Marion,Indiana,IN,46240-1990,US,39.914909,-86.138697,America/New_York,Pfresh,123762,317-810-0044,18,18097,18097320206,180973202061005,26900,294,Marion County,"Indianapolis-Carmel-Greenwood, IN",TRUE,"Indianapolis-Carmel-Muncie, IN"
1849,atlantic-terminal,https://www.target.com/sl/atlantic-terminal/1849,Atlantic Terminal,Open,139 Flatbush Ave,Brooklyn,Kings,New York,NY,11217-1403,US,40.684489,-73.97748,America/New_York,Gen Merch,194539,718-290-1109,36,36047,36047003500,360470035001003,35620,408,Kings County,"New York-Newark-Jersey City, NY-NJ",TRUE,"New York-Newark, NY-NJ-CT-PA"
1850,addison,https://www.target.com/sl/addison/1850,Addison,Open,3730 Belt Line Rd,Addison,Dallas,Texas,TX,75001-4301,US,32.950951,-96.853854,America/Chicago,Pfresh,121827,214-414-0025,48,48113,48113013726,481130137261000,19100,206,Dallas County,"Dallas-Fort Worth-Arlington, TX",TRUE,"Dallas-Fort Worth, TX-OK"
1851,gilroy,https://www.target.com/sl/gilroy/1851,Gilroy,Open,6705 Camino Arroyo,Gilroy,Santa Clara,California,CA,95020-7075,US,37.000326,-121.554113,America/Los_Angeles,Gen Merch,124128,408-848-6466,06,06085,06085512602,060855126021045,41940,488,Santa Clara County,"San Jose-Sunnyvale-Santa Clara, CA",TRUE,"San Jose-San Francisco-Oakland, CA"
1852,san-antonio-se,https://www.target.com/sl/san-antonio-se/1852,San Antonio SE,Open,3227 SE Military Dr,San Antonio,Bexar,Texas,TX,78223-3876,US,29.353592,-98.436513,America/Chicago,Pfresh,123653,210-247-0082,48,48029,48029141101,480291411012000,41700,484,Bexar County,"San Antonio-New Braunfels, TX",TRUE,"San Antonio-New Braunfels-Kerrville, TX"
1853,ortega,https://www.target.com/sl/ortega/1853,Ortega,Open,6331 Roosevelt Blvd,Jacksonville,Duval,Florida,FL,32244-3303,US,30.235,-81.6952,America/New_York,SuperTarget,174695,904-596-1065,12,12031,12031013100,120310131001000,27260,300,Duval County,"Jacksonville, FL",TRUE,"Jacksonville-Kingsland-Palatka, FL-GA"
1854,rockville,https://www.target.com/sl/rockville/1854,Rockville,Open,5700 Bou Ave,Rockville,Montgomery,Maryland,MD,20852-1663,US,39.056591,-77.114947,America/New_York,Pfresh,155836,301-945-0018,24,24031,24031701218,240317012181007,47900,548,Montgomery County,"Washington-Arlington-Alexandria, DC-VA-MD-WV",TRUE,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
1855,bangor,https://www.target.com/sl/bangor/1855,Bangor,Open,60 Longview Dr,Bangor,Penobscot,Maine,ME,04401-3629,US,44.842191,-68.74156,America/New_York,Pfresh,124812,207-945-3133,23,23019,23019031100,230190311001011,12620,,Penobscot County,"Bangor, ME",TRUE,
1856,poughkeepsie,https://www.target.com/sl/poughkeepsie/1856,Poughkeepsie,Open,2001 South Rd,Poughkeepsie,Dutchess,New York,NY,12601-5978,US,41.626216,-73.919275,America/New_York,Pfresh,127996,845-297-0938,36,36027,36027140801,360271408012003,28880,408,Dutchess County,"Kiryas Joel-Poughkeepsie-Newburgh, NY",TRUE,"New York-Newark, NY-NJ-CT-PA"
1857,stafford,https://www.target.com/sl/stafford/1857,Stafford,Open,1090 Stafford Market Pl,Stafford,Stafford,Virginia,VA,22556-4523,US,38.468742,-77.408662,America/New_York,Pfresh,125719,540-658-9901,51,51179,51179010216,511790102161002,47900,548,Stafford County,"Washington-Arlington-Alexandria, DC-VA-MD-WV",TRUE,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
1858,charlottesville,https://www.target.com/sl/charlottesville/1858,Charlottesville,Open,312 Connor Dr,Charlottesville,Albemarle,Virginia,VA,22911-5605,US,38.12851,-78.440993,America/New_York,Pfresh,143429,434-964-0231,51,51003,51003010301,510030103011031,16820,,Albemarle County,"Charlottesville, VA",TRUE,
1859,lakeland-north,https://www.target.com/sl/lakeland-north/1859,Lakeland North,Open,4005 US Highway 98 N,Lakeland,Polk,Florida,FL,33809-3815,US,28.092393,-81.970917,America/New_York,Pfresh,123715,863-859-1622,12,12105,12105012209,121050122094010,29460,422,Polk County,"Lakeland-Winter Haven, FL",TRUE,"Orlando-Lakeland-Deltona, FL"
1860,oklahoma-city-nw,https://www.target.com/sl/oklahoma-city-nw/1860,Oklahoma City NW,Open,8315 N Rockwell Ave,Oklahoma City,Oklahoma,Oklahoma,OK,73132-4220,US,35.556031,-97.640095,America/Chicago,Pfresh,113668,405-506-6086,40,40109,40109108521,401091085211000,36420,416,Oklahoma County,"Oklahoma City, OK",TRUE,"Oklahoma City-Shawnee, OK"
1861,sherman,https://www.target.com/sl/sherman/1861,Sherman,Open,4160 Town Center Rd,Sherman,Grayson,Texas,TX,75092-2567,US,33.680506,-96.612217,America/Chicago,Pfresh,123648,903-892-4465,48,48181,48181000904,481810009043022,43300,206,Grayson County,"Sherman-Denison, TX",TRUE,"Dallas-Fort Worth, TX-OK"
1862,stockton-north,https://www.target.com/sl/stockton-north/1862,Stockton North,Open,10424 Trinity Parkway,Stockton,San Joaquin,California,CA,95219-7225,US,38.05213,-121.372721,America/Los_Angeles,Pfresh,123826,209-235-0251,06,06077,06077004004,060770040042004,44700,488,San Joaquin County,"Stockton-Lodi, CA",TRUE,"San Jose-San Francisco-Oakland, CA"
1863,tucson-se,https://www.target.com/sl/tucson-se/1863,Tucson SE,Open,9615 E Old Spanish Trl,Tucson,Pima,Arizona,AZ,85748-7540,US,32.207417,-110.786774,America/Phoenix,Pfresh,142269,520-296-4290,04,04019,04019004043,040190040431010,46060,536,Pima County,"Tucson, AZ",TRUE,"Tucson-Nogales, AZ"
1864,rockaway,https://www.target.com/sl/rockaway/1864,Rockaway,Open,381 Mount Hope Ave,Rockaway,Morris,New Jersey,NJ,07866-1645,US,40.906008,-74.55937,America/New_York,Pfresh,144855,973-989-5740,34,34027,34027044504,340270445042002,35620,408,Morris County,"New York-Newark-Jersey City, NY-NJ",TRUE,"New York-Newark, NY-NJ-CT-PA"
1865,north-bergen-commons,https://www.target.com/sl/north-bergen-commons/1865,North Bergen Commons,Open,7101 Tonnelle Ave,North Bergen,Hudson,New Jersey,NJ,07047-4507,US,40.801744,-74.021424,America/New_York,Pfresh,132162,201-520-1701,34,34017,34017014600,340170146001002,35620,408,Hudson County,"New York-Newark-Jersey City, NY-NJ",TRUE,"New York-Newark, NY-NJ-CT-PA"
1866,farmingdale,https://www.target.com/sl/farmingdale/1866,Farmingdale,Open,100 Willow Park Ctr,Farmingdale,Suffolk,New York,NY,11735-1001,US,40.750961,-73.419407,America/New_York,Pfresh,128848,631-962-0270,36,36103,36103122300,361031223002008,35620,408,Suffolk County,"New York-Newark-Jersey City, NY-NJ",TRUE,"New York-Newark, NY-NJ-CT-PA"
1867,la-quinta,https://www.target.com/sl/la-quinta/1867,La Quinta,Open,78935 Hwy 111,La Quinta,Riverside,California,CA,92253-2072,US,33.708582,-116.289698,America/Los_Angeles,Pfresh,124509,760-564-0492,06,06065,06065045129,060650451292014,40140,348,Riverside County,"Riverside-San Bernardino-Ontario, CA",TRUE,"Los Angeles-Long Beach, CA"
1868,sherwood,https://www.target.com/sl/sherwood/1868,Sherwood,Open,21365 SW Baler Way,Sherwood,Washington,Oregon,OR,97140-8989,US,45.366442,-122.838655,America/Los_Angeles,Pfresh,125163,503-610-6000,41,41067,41067032112,410670321122019,38900,440,Washington County,"Portland-Vancouver-Hillsboro, OR-WA",TRUE,"Portland-Vancouver-Salem, OR-WA"
1869,redlands,https://www.target.com/sl/redlands/1869,Redlands,Open,27320 W Lugonia Ave,Redlands,San Bernardino,California,CA,92374-2041,US,34.071916,-117.206907,America/Los_Angeles,Pfresh,124150,909-307-1602,06,06071,06071007800,060710078001019,40140,348,San Bernardino County,"Riverside-San Bernardino-Ontario, CA",TRUE,"Los Angeles-Long Beach, CA"
1870,simpsonville,https://www.target.com/sl/simpsonville/1870,Simpsonville,Open,694 Fairview Rd,Simpsonville,Greenville,South Carolina,SC,29680-6708,US,34.705739,-82.259611,America/New_York,Pfresh,124076,864-963-7251,45,45045,45045003013,450450030132029,24860,273,Greenville County,"Greenville-Anderson-Greer, SC",TRUE,"Greenville-Spartanburg-Anderson, SC"
1871,abingdon,https://www.target.com/sl/abingdon/1871,Abingdon,Open,403 Constant Friendship Blvd,Abingdon,Harford,Maryland,MD,21009-2566,US,39.460233,-76.316308,America/New_York,Gen Merch,142065,410-670-9000,24,24025,24025301204,240253012041000,12580,548,Harford County,"Baltimore-Columbia-Towson, MD",TRUE,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
1872,durham,https://www.target.com/sl/durham/1872,Durham,Open,4037 Durham Chapel Hill Blvd,Durham,Durham,North Carolina,NC,27707-2516,US,35.966462,-78.959448,America/New_York,SuperTarget,174571,919-765-0008,37,37063,37063002015,370630020151013,20500,450,Durham County,"Durham-Chapel Hill, NC",TRUE,"Raleigh-Durham-Cary, NC"
1873,gainesville,https://www.target.com/sl/gainesville/1873,Gainesville,Open,13301 Gateway Center Dr,Gainesville,Prince William,Virginia,VA,20155-2984,US,38.79473,-77.6068,America/New_York,SuperTarget,174184,571-261-5052,51,51153,51153901421,511539014212017,47900,548,Prince William County,"Washington-Arlington-Alexandria, DC-VA-MD-WV",TRUE,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
1874,leesburg,https://www.target.com/sl/leesburg/1874,Leesburg,Open,1200 Edwards Ferry Rd,Leesburg,Loudoun,Virginia,VA,20176-3318,US,39.115638,-77.534723,America/New_York,SuperTarget,176820,703-777-8730,51,51107,51107610503,511076105032003,47900,548,Loudoun County,"Washington-Arlington-Alexandria, DC-VA-MD-WV",TRUE,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
1875,york-west,https://www.target.com/sl/york-west/1875,York West,Open,2251 York Crossing Dr,York,York,Pennsylvania,PA,17408-4753,US,39.965157,-76.778147,America/New_York,Pfresh,124714,717-764-9661,42,42133,42133021500,421330215003004,49620,276,York County,"York-Hanover, PA",TRUE,"Harrisburg-York-Lebanon, PA"
1876,covington,https://www.target.com/sl/covington/1876,Covington,Open,69320 Highway 21,Covington,St. Tammany Parish,Louisiana,LA,70433-7220,US,30.442442,-90.14066,America/Chicago,Pfresh,123763,985-871-7093,,,,,,,,,,
1877,port-arthur,https://www.target.com/sl/port-arthur/1877,Port Arthur,Open,3100 Highway 365 Ste 90,Port Arthur,Jefferson,Texas,TX,77642-7796,US,29.945702,-93.988995,America/Chicago,Gen Merch,124574,409-729-3201,48,48245,48245007004,482450070041005,13140,,Jefferson County,"Beaumont-Port Arthur, TX",TRUE,
1878,bloomington,https://www.target.com/sl/bloomington/1878,Bloomington,Open,2966 E 3rd St,Bloomington,Monroe,Indiana,IN,47401-5424,US,39.162327,-86.49395,America/New_York,Pfresh,126784,812-336-3473,18,18105,18105000904,181050009041006,14020,144,Monroe County,"Bloomington, IN",TRUE,"Bloomington-Bedford, IN"
1879,chicago-south-pulaski,https://www.target.com/sl/chicago-south-pulaski/1879,Chicago South Pulaski,Open,4433 S Pulaski Rd,Chicago,Cook,Illinois,IL,60632-4010,US,41.812935,-87.722548,America/Chicago,Pfresh,120911,773-579-2120,17,17031,17031570100,170315701001012,16980,176,Cook County,"Chicago-Naperville-Elgin, IL-IN",TRUE,"Chicago-Naperville, IL-IN-WI"
1880,kohler,https://www.target.com/sl/kohler/1880,Kohler,Open,4085 State Highway 28,Sheboygan Falls,Sheboygan,Wisconsin,WI,53085-2848,US,43.716468,-87.76653,America/Chicago,Gen Merch,106192,920-451-6802,55,55117,55117010800,551170108001001,43100,,Sheboygan County,"Sheboygan, WI",TRUE,
1881,shorewood,https://www.target.com/sl/shorewood/1881,Shorewood,Open,1111 Brook Forest Ave,Shorewood,Will,Illinois,IL,60404-8845,US,41.542273,-88.202789,America/Chicago,Pfresh,123844,815-609-6800,17,17197,17197883219,171978832191001,16980,176,Will County,"Chicago-Naperville-Elgin, IL-IN",TRUE,"Chicago-Naperville, IL-IN-WI"
1882,willowbrook,https://www.target.com/sl/willowbrook/1882,Willowbrook,Open,7601 Kingery Hwy,Willowbrook,DuPage,Illinois,IL,60527-5538,US,41.75014,-87.943448,America/Chicago,Pfresh,129016,630-321-2080,17,17043,17043845902,170438459021013,16980,176,DuPage County,"Chicago-Naperville-Elgin, IL-IN",TRUE,"Chicago-Naperville, IL-IN-WI"
1883,vancouver-hazel-dell-ave,https://www.target.com/sl/vancouver-hazel-dell-ave/1883,Vancouver Hazel Dell Ave,Open,8801 NE Hazel Dell Ave,Vancouver,Clark,Washington,WA,98665-8145,US,45.686388,-122.667686,America/Los_Angeles,Pfresh,123807,360-713-0004,53,53011,53011041009,530110410092007,38900,440,Clark County,"Portland-Vancouver-Hillsboro, OR-WA",TRUE,"Portland-Vancouver-Salem, OR-WA"
1884,west-hollywood,https://www.target.com/sl/west-hollywood/1884,West Hollywood,Open,"7100 Santa Monica Blvd, STE 201",West Hollywood,Los Angeles,California,CA,90046-5896,US,34.090343,-118.344638,America/Los_Angeles,Pfresh,147620,323-603-0004,06,06037,06037700102,060377001022001,31080,348,Los Angeles County,"Los Angeles-Long Beach-Anaheim, CA",TRUE,"Los Angeles-Long Beach, CA"
1885,hicksville,https://www.target.com/sl/hicksville/1885,Hicksville,Open,2003 Broadway Mall,Hicksville,Nassau,New York,NY,11801-2719,US,40.771682,-73.532945,America/New_York,Pfresh,135998,516-806-2096,,,,,,,,,,
1886,jersey-city,https://www.target.com/sl/jersey-city/1886,Jersey City,Open,100 14th St,Jersey City,Hudson,New Jersey,NJ,07310-1202,US,40.732336,-74.03572,America/New_York,Pfresh,170295,201-499-0017,34,34017,34017007702,340170077021003,35620,408,Hudson County,"New York-Newark-Jersey City, NY-NJ",TRUE,"New York-Newark, NY-NJ-CT-PA"
1887,mt-vernon,https://www.target.com/sl/mt-vernon/1887,Mt Vernon,Open,500 East Sandford Blvd,Mount Vernon,Westchester,New York,NY,10550-4784,US,40.90097,-73.8178,America/New_York,Pfresh,141849,914-530-3000,36,36119,36119002600,361190026002000,35620,408,Westchester County,"New York-Newark-Jersey City, NY-NJ",TRUE,"New York-Newark, NY-NJ-CT-PA"
1888,norridge,https://www.target.com/sl/norridge/1888,Norridge,Open,4050 N Harlem Ave,Norridge,Cook,Illinois,IL,60706-1202,US,41.95379,-87.8084,America/Chicago,Pfresh,178017,708-583-6980,17,17031,17031810502,170318105024001,16980,176,Cook County,"Chicago-Naperville-Elgin, IL-IN",TRUE,"Chicago-Naperville, IL-IN-WI"
