store_name,store_id,street_address,city_name,state_id,state_name,postal_code,country_id,lat,lng,telephone,email,store_website,county_fips,county_name,cbsa_fips,cbsa_name,cbsa_metro,csa_fips,csa_name,timezone
Walmart Supercenter,89,"94 Cecil St, Camdenton, MO 65020",Camdenton,MO,Missouri,65020,US,38.0256,-92.723,573-346-3588,,https://www.walmart.com/store/89-camdenton-mo,29029,Camden,,,FALSE,,,America/Chicago
Walmart Supercenter,20,"1712 E Ohio St, Clinton, MO 64735",Clinton,MO,Missouri,64735,US,38.3627,-93.7506,660-885-5536,,https://www.walmart.com/store/20-clinton-mo,29083,Henry,,,FALSE,,,America/Chicago
Walmart Supercenter,815,"4252 Highway 54, Osage Beach, MO 65065",Osage Beach,MO,Missouri,65065,US,38.1498,-92.6159,573-348-6445,,https://www.walmart.com/store/815-osage-beach-mo,29029,Camden,,,FALSE,,,America/Chicago
Walmart,44,"1802 S Business 54, Eldon, MO 65026",Eldon,MO,Missouri,65026,US,38.3353,-92.5839,573-392-3114,,https://www.walmart.com/store/44-eldon-mo,29131,Miller,,,FALSE,,,America/Chicago
Walmart Supercenter,357,"1003 W Newton St, Versailles, MO 65084",Versailles,MO,Missouri,65084,US,38.4317,-92.8595,573-378-4668,,https://www.walmart.com/store/357-versailles-mo,29141,Morgan,,,FALSE,,,America/Chicago
Walmart Supercenter,21,"185 Saint Robert Blvd, Saint Robert, MO 65584",Saint Robert,MO,Missouri,65584,US,37.8256,-92.1529,573-336-5103,,https://www.walmart.com/store/21-saint-robert-mo,29169,Pulaski,22780,"Fort Leonard Wood, MO",FALSE,,,America/Chicago
Walmart Supercenter,109,"2000 N Walnut St, Cameron, MO 64429",Cameron,MO,Missouri,64429,US,39.7592,-94.2342,816-632-9900,,https://www.walmart.com/store/109-cameron-mo,29063,DeKalb,28140,"Kansas City, MO-KS",TRUE,312,"Kansas City-Overland Park-Kansas City, MO-KS",America/Chicago
Walmart Supercenter,9,"1303 S Main St, Sikeston, MO 63801",Sikeston,MO,Missouri,63801,US,36.8585,-89.5838,573-472-3020,,https://www.walmart.com/store/9-sikeston-mo,29143,New Madrid,43460,"Sikeston, MO",FALSE,164,"Cape Girardeau-Sikeston, MO-IL",America/Chicago
Walmart Supercenter,1021,"500 Warren County Ctr, Warrenton, MO 63383",Warrenton,MO,Missouri,63383,US,38.8234,-91.1426,636-456-4600,,https://www.walmart.com/store/1021-warrenton-mo,29219,Warren,41180,"St. Louis, MO-IL",TRUE,476,"St. Louis-St. Charles-Farmington, MO-IL",America/Chicago
Walmart Supercenter,250,"103 W Polk St, Warsaw, MO 65355",Warsaw,MO,Missouri,65355,US,38.2618,-93.3714,660-438-7394,,https://www.walmart.com/store/250-warsaw-mo,29015,Benton,,,FALSE,,,America/Chicago
Walmart Supercenter,51,"1701 N Bluff St, Fulton, MO 65251",Fulton,MO,Missouri,65251,US,38.8641,-91.9458,573-642-6877,,https://www.walmart.com/store/51-fulton-mo,29027,Callaway,27620,"Jefferson City, MO",TRUE,190,"Columbia-Jefferson City-Moberly, MO",America/Chicago
Walmart Supercenter,25,"4820 S Clark St, Mexico, MO 65265",Mexico,MO,Missouri,65265,US,39.1206,-91.8906,573-581-4500,,https://www.walmart.com/store/25-mexico-mo,29007,Audrain,33020,"Mexico, MO",FALSE,190,"Columbia-Jefferson City-Moberly, MO",America/Chicago
Walmart Supercenter,29,"724 Stadium West Blvd, Jefferson City, MO 65109",Jefferson City,MO,Missouri,65109,US,38.5806,-92.2171,573-635-8283,,https://www.walmart.com/store/29-jefferson-city-mo,29051,Cole,27620,"Jefferson City, MO",TRUE,190,"Columbia-Jefferson City-Moberly, MO",America/Chicago
Walmart Supercenter,5477,"401 Supercenter Dr, Jefferson City, MO 65101",Jefferson City,MO,Missouri,65101,US,38.5411,-92.1187,573-635-3535,,https://www.walmart.com/store/5477-jefferson-city-mo,29051,Cole,27620,"Jefferson City, MO",TRUE,190,"Columbia-Jefferson City-Moberly, MO",America/Chicago
Walmart Supercenter,40,"1301 E Highway 24, Moberly, MO 65270",Moberly,MO,Missouri,65270,US,39.4473,-92.42,660-263-3113,,https://www.walmart.com/store/40-moberly-mo,29175,Randolph,33620,"Moberly, MO",FALSE,190,"Columbia-Jefferson City-Moberly, MO",America/Chicago
Walmart,895,"100 Ozark Dr, Cuba, MO 65453",Cuba,MO,Missouri,65453,US,38.0732,-91.402,573-885-2501,,https://www.walmart.com/store/895-cuba-mo,29055,Crawford,,,FALSE,,,America/Chicago
Walmart Supercenter,65,"350 Park Ridge Rd, Sullivan, MO 63080",Sullivan,MO,Missouri,63080,US,38.2209,-91.1581,573-468-7030,,https://www.walmart.com/store/65-sullivan-mo,29071,Franklin,41180,"St. Louis, MO-IL",TRUE,476,"St. Louis-St. Charles-Farmington, MO-IL",America/Chicago
Walmart Supercenter,354,"1888 Highway 28, Owensville, MO 65066",Owensville,MO,Missouri,65066,US,38.3573,-91.4783,573-437-4156,,https://www.walmart.com/store/354-owensville-mo,29073,Gasconade,,,FALSE,,,America/Chicago
Walmart Supercenter,101,"500 S Bishop Ave, Rolla, MO 65401",Rolla,MO,Missouri,65401,US,37.9376,-91.7791,573-341-9145,,https://www.walmart.com/store/101-rolla-mo,29161,Phelps,40620,"Rolla, MO",FALSE,,,America/Chicago
Walmart Supercenter,27,"1101 W Highway 32, Salem, MO 65560",Salem,MO,Missouri,65560,US,37.6364,-91.5663,573-729-6151,,https://www.walmart.com/store/27-salem-mo,29065,Dent,,,FALSE,,,America/Chicago
Walmart Supercenter,95,"407 N State St, Desloge, MO 63601",Desloge,MO,Missouri,63601,US,37.8837,-90.5135,573-431-5094,,https://www.walmart.com/store/95-desloge-mo,29187,St. Francois,22100,"Farmington, MO",FALSE,476,"St. Louis-St. Charles-Farmington, MO-IL",America/Chicago
Walmart Supercenter,173,"1 Memorial Dr, Potosi, MO 63664",Potosi,MO,Missouri,63664,US,37.9238,-90.7716,573-438-5441,,https://www.walmart.com/store/173-potosi-mo,29221,Washington,,,FALSE,,,America/Chicago
Walmart Supercenter,337,"1025 Walton Dr, Fredericktown, MO 63645",Fredericktown,MO,Missouri,63645,US,37.5589,-90.3197,573-783-5581,,https://www.walmart.com/store/337-fredericktown-mo,29123,Madison,,,FALSE,,,America/Chicago
Walmart Supercenter,30,"2025 W Business Us Highway 60, Dexter, MO 63841",Dexter,MO,Missouri,63841,US,36.8034,-89.9929,573-624-5514,,https://www.walmart.com/store/30-dexter-mo,29207,Stoddard,,,FALSE,,,America/Chicago
Walmart,453,"1007 N Douglass St, Malden, MO 63863",Malden,MO,Missouri,63863,US,36.5704,-89.9724,573-276-5735,,https://www.walmart.com/store/453-malden-mo,29069,Dunklin,28380,"Kennett, MO",FALSE,,,America/Chicago
Walmart Supercenter,19,"333 S Westwood Blvd, Poplar Bluff, MO 63901",Poplar Bluff,MO,Missouri,63901,US,36.7554,-90.4084,573-686-6420,,https://www.walmart.com/store/19-poplar-bluff-mo,29023,Butler,38740,"Poplar Bluff, MO",FALSE,,,America/Chicago
Walmart Neighborhood Market,7127,"3001 Oak Grove Road, Poplar Bluff, MO 63901",Poplar Bluff,MO,Missouri,63901,US,36.7902,-90.44,573-772-7164,,https://www.walmart.com/store/7127-poplar-bluff-mo,29023,Butler,38740,"Poplar Bluff, MO",FALSE,,,America/Chicago
Walmart Supercenter,166,"1433 S Sam Houston Blvd, Houston, MO 65483",Houston,MO,Missouri,65483,US,37.3132,-91.9603,417-967-3302,,https://www.walmart.com/store/166-houston-mo,29215,Texas,,,FALSE,,,America/Chicago
Walmart,871,"101 W Us Highway 60, Mountain View, MO 65548",Mountain View,MO,Missouri,65548,US,37.0026,-91.7063,417-934-6000,,https://www.walmart.com/store/871-mountain-view-mo,29091,Howell,48460,"West Plains, MO",FALSE,,,America/Chicago
Walmart Supercenter,28,"2415 N Main St, Miami, OK 74354",Miami,OK,Oklahoma,74354,US,36.9045,-94.8804,918-542-6654,,https://www.walmart.com/store/28-miami-ok,40115,Ottawa,33060,"Miami, OK",FALSE,309,"Joplin-Miami, MO-OK-KS",America/Chicago
Walmart Supercenter,189,"2206 N Baltimore St, Kirksville, MO 63501",Kirksville,MO,Missouri,63501,US,40.2166,-92.5794,660-627-7100,,https://www.walmart.com/store/189-kirksville-mo,29001,Adair,28860,"Kirksville, MO",FALSE,,,America/Chicago
Walmart Supercenter,801,"1605 S Main St, Maryville, MO 64468",Maryville,MO,Missouri,64468,US,40.3299,-94.8702,660-562-2994,,https://www.walmart.com/store/801-maryville-mo,29147,Nodaway,32340,"Maryville, MO",FALSE,,,America/Chicago
Walmart Supercenter,15,"1310 Preacher Roe Blvd, West Plains, MO 65775",West Plains,MO,Missouri,65775,US,36.7145,-91.8737,417-257-2800,,https://www.walmart.com/store/15-west-plains-mo,29091,Howell,48460,"West Plains, MO",FALSE,,,America/Chicago
Walmart Neighborhood Market,4619,"316 S Gloster St, Tupelo, MS 38801",Tupelo,MS,Mississippi,38801,US,34.2547,-88.7146,662-350-6921,,https://www.walmart.com/store/4619-tupelo-ms,28081,Lee,46180,"Tupelo, MS",FALSE,539,"Tupelo-Corinth, MS",America/Chicago
Walmart Supercenter,391,"2270 W Main St, Tupelo, MS 38801",Tupelo,MS,Mississippi,38801,US,34.2579,-88.741,662-844-4011,,https://www.walmart.com/store/391-tupelo-ms,28081,Lee,46180,"Tupelo, MS",FALSE,539,"Tupelo-Corinth, MS",America/Chicago
Walmart Supercenter,258,"3929 N Gloster St, Tupelo, MS 38804",Tupelo,MS,Mississippi,38804,US,34.3088,-88.7099,662-840-8401,,https://www.walmart.com/store/258-tupelo-ms,28081,Lee,46180,"Tupelo, MS",FALSE,539,"Tupelo-Corinth, MS",America/Chicago
Walmart Supercenter,115,"5509 Highway 45 Alt S, West Point, MS 39773",West Point,MS,Mississippi,39773,US,33.586,-88.6592,662-494-1551,,https://www.walmart.com/store/115-west-point-ms,28025,Clay,,,FALSE,,,America/Chicago
Walmart,411,"660 E Madison St, Houston, MS 38851",Houston,MS,Mississippi,38851,US,33.8949,-88.9893,662-456-5711,,https://www.walmart.com/store/411-houston-ms,28017,Chickasaw,,,FALSE,,,America/Chicago
Walmart Supercenter,495,"1913 Highway 45 N, Columbus, MS 39705",Columbus,MS,Mississippi,39705,US,33.5189,-88.4383,662-329-4810,,https://www.walmart.com/store/495-columbus-ms,28087,Lowndes,18060,"Columbus, MS",FALSE,523,"Starkville-Columbus, MS",America/Chicago
Walmart Supercenter,1468,"205 House Carlson Dr, Batesville, MS 38606",Batesville,MS,Mississippi,38606,US,34.3077,-89.9164,662-563-3100,,https://www.walmart.com/store/1468-batesville-ms,28107,Panola,,,FALSE,,,America/Chicago
Walmart Supercenter,699,"2530 Jackson Ave W, Oxford, MS 38655",Oxford,MS,Mississippi,38655,US,34.362,-89.5649,662-234-9131,,https://www.walmart.com/store/699-oxford-ms,28071,Lafayette,37060,"Oxford, MS",FALSE,,,America/Chicago
Walmart Supercenter,155,"5219 Highway 51 N, Senatobia, MS 38668",Senatobia,MS,Mississippi,38668,US,34.6292,-89.9713,662-562-6202,,https://www.walmart.com/store/155-senatobia-ms,28137,Tate,32820,"Memphis, TN-MS-AR",TRUE,368,"Memphis-Clarksdale-Forrest City, TN-MS-AR",America/Chicago
Walmart Neighborhood Market,6166,"10290 D'iberville Rd, Diberville, MS 39540",Diberville,MS,Mississippi,39540,US,30.4366,-88.8917,228-271-6751,,https://www.walmart.com/store/6166-diberville-ms,28047,Harrison,25060,"Gulfport-Biloxi, MS",TRUE,,,America/Chicago
Walmart Supercenter,2715,"3615 Sangani Blvd, Diberville, MS 39540",Diberville,MS,Mississippi,39540,US,30.4566,-88.8952,228-396-4740,,https://www.walmart.com/store/2715-diberville-ms,28047,Harrison,25060,"Gulfport-Biloxi, MS",TRUE,,,America/Chicago
Walmart Neighborhood Market,6849,"2050 Pass Road, Biloxi, MS 39531",Biloxi,MS,Mississippi,39531,US,30.403,-88.9577,228-271-6723,,https://www.walmart.com/store/6849-biloxi-ms,28047,Harrison,25060,"Gulfport-Biloxi, MS",TRUE,,,America/Chicago
Walmart Neighborhood Market,5776,"6412 Washington Ave, Ocean Springs, MS 39564",Ocean Springs,MS,Mississippi,39564,US,30.4345,-88.8288,228-334-3054,,https://www.walmart.com/store/5776-ocean-springs-ms,28059,Jackson,25060,"Gulfport-Biloxi, MS",TRUE,,,America/Chicago
Walmart Neighborhood Market,4586,"1820-a Popps Ferry Rd, Biloxi, MS 39532",Biloxi,MS,Mississippi,39532,US,30.4429,-88.9446,228-271-6082,,https://www.walmart.com/store/4586-biloxi-ms,28047,Harrison,25060,"Gulfport-Biloxi, MS",TRUE,,,America/Chicago
Walmart Supercenter,1088,"2681 Ct Switzer Sr Dr, Biloxi, MS 39531",Biloxi,MS,Mississippi,39531,US,30.3924,-88.995,228-385-1046,,https://www.walmart.com/store/1088-biloxi-ms,28047,Harrison,25060,"Gulfport-Biloxi, MS",TRUE,,,America/Chicago
Walmart Supercenter,1346,"3911 Bienville Blvd, Ocean Springs, MS 39564",Ocean Springs,MS,Mississippi,39564,US,30.4097,-88.7605,228-875-4036,,https://www.walmart.com/store/1346-ocean-springs-ms,28059,Jackson,25060,"Gulfport-Biloxi, MS",TRUE,,,America/Chicago
Walmart Neighborhood Market,6165,"1733 E Pass Rd, Gulfport, MS 39507",Gulfport,MS,Mississippi,39507,US,30.4002,-89.0188,228-284-6991,,https://www.walmart.com/store/6165-gulfport-ms,28047,Harrison,25060,"Gulfport-Biloxi, MS",TRUE,,,America/Chicago
Walmart Supercenter,969,"9350 Highway 49, Gulfport, MS 39503",Gulfport,MS,Mississippi,39503,US,30.4629,-89.1008,228-864-5197,,https://www.walmart.com/store/969-gulfport-ms,28047,Harrison,25060,"Gulfport-Biloxi, MS",TRUE,,,America/Chicago
Walmart Neighborhood Market,6323,"11333 Highway 49, Gulfport, MS 39503",Gulfport,MS,Mississippi,39503,US,30.4517,-89.1003,228-284-6114,,https://www.walmart.com/store/6323-gulfport-ms,28047,Harrison,25060,"Gulfport-Biloxi, MS",TRUE,,,America/Chicago
Walmart Supercenter,5079,"1617 E Beach Blvd, Pass Christian, MS 39571",Pass Christian,MS,Mississippi,39571,US,30.3356,-89.1888,228-452-4948,,https://www.walmart.com/store/5079-pass-christian-ms,28047,Harrison,,,FALSE,,,America/Chicago
Walmart Supercenter,3528,"1053 Frontage Dr E, Wiggins, MS 39577",Wiggins,MS,Mississippi,39577,US,30.8443,-89.1468,601-928-9119,,https://www.walmart.com/store/3528-wiggins-ms,28131,Stone,25060,"Gulfport-Biloxi, MS",TRUE,,,America/Chicago
Walmart Supercenter,114,"300 Walmart Cir, Booneville, MS 38829",Booneville,MS,Mississippi,38829,US,34.6774,-88.5642,662-728-6211,,https://www.walmart.com/store/114-booneville-ms,28117,Prentiss,46180,"Tupelo, MS",FALSE,539,"Tupelo-Corinth, MS",America/Chicago
Walmart Supercenter,105,"2301 S Harper Rd, Corinth, MS 38834",Corinth,MS,Mississippi,38834,US,34.9105,-88.5021,662-287-3148,,https://www.walmart.com/store/105-corinth-ms,28003,Alcorn,18420,"Corinth, MS",FALSE,539,"Tupelo-Corinth, MS",America/Chicago
Walmart,176,"822 City Ave S, Ripley, MS 38663",Ripley,MS,Mississippi,38663,US,34.7225,-88.9502,662-837-0014,,https://www.walmart.com/store/176-ripley-ms,28139,Tippah,,,FALSE,,,America/Chicago
Clinic Pharmacy,3913,"1200 Magnolia Way, Blue Springs, MS 38828",Blue Springs,MS,Mississippi,38828,US,34.3812,-88.8944,662-538-0115,,https://www.walmart.com/store/3913-blue-springs-ms,28145,Union,,,FALSE,,,America/Chicago
Walmart Supercenter,153,"202 Park Plaza Dr, New Albany, MS 38652",New Albany,MS,Mississippi,38652,US,34.4929,-89.0327,662-534-9374,,https://www.walmart.com/store/153-new-albany-ms,28145,Union,,,FALSE,,,America/Chicago
Walmart Supercenter,218,"1017 Mulberry Ave, Selmer, TN 38375",Selmer,TN,Tennessee,38375,US,35.1393,-88.5744,731-645-7938,,https://www.walmart.com/store/218-selmer-tn,47109,McNairy,,,FALSE,,,America/Chicago
Walmart Supercenter,816,"960 Brookway Blvd, Brookhaven, MS 39601",Brookhaven,MS,Mississippi,39601,US,31.582,-90.4683,601-835-0232,,https://www.walmart.com/store/816-brookhaven-ms,28085,Lincoln,15020,"Brookhaven, MS",FALSE,298,"Jackson-Vicksburg-Brookhaven, MS",America/Chicago
Walmart Supercenter,954,"527 Lake St, Hazlehurst, MS 39083",Hazlehurst,MS,Mississippi,39083,US,31.8716,-90.4091,601-894-1673,,https://www.walmart.com/store/954-hazlehurst-ms,28029,Copiah,27140,"Jackson, MS",TRUE,298,"Jackson-Vicksburg-Brookhaven, MS",America/Chicago
Walmart Supercenter,1025,"1608 Veterans Blvd, Mccomb, MS 39648",Mccomb,MS,Mississippi,39648,US,31.2617,-90.4724,601-684-1074,,https://www.walmart.com/store/1025-mccomb-ms,28113,Pike,32620,"McComb, MS",FALSE,,,America/Chicago
Walmart Supercenter,6469,"131 Handley Blvd, Byram, MS 39272",Byram,MS,Mississippi,39272,US,32.1863,-90.2648,769-237-4314,,https://www.walmart.com/store/6469-byram-ms,28049,Hinds,27140,"Jackson, MS",TRUE,298,"Jackson-Vicksburg-Brookhaven, MS",America/Chicago
Walmart Supercenter,2939,"200 Market Place Dr, Richland, MS 39218",Richland,MS,Mississippi,39218,US,32.22,-90.1518,601-939-0538,,https://www.walmart.com/store/2939-richland-ms,28049,Hinds,27140,"Jackson, MS",TRUE,298,"Jackson-Vicksburg-Brookhaven, MS",America/Chicago
Walmart Supercenter,903,"2711 Greenway Dr, Jackson, MS 39204",Jackson,MS,Mississippi,39204,US,32.288,-90.2685,601-922-3406,,https://www.walmart.com/store/903-jackson-ms,28049,Hinds,27140,"Jackson, MS",TRUE,298,"Jackson-Vicksburg-Brookhaven, MS",America/Chicago
Walmart Supercenter,1710,"950 Highway 80 E, Clinton, MS 39056",Clinton,MS,Mississippi,39056,US,32.3265,-90.3044,601-924-9096,,https://www.walmart.com/store/1710-clinton-ms,28049,Hinds,27140,"Jackson, MS",TRUE,298,"Jackson-Vicksburg-Brookhaven, MS",America/Chicago
Walmart Supercenter,365,"5520 Highway 80 E, Pearl, MS 39208",Pearl,MS,Mississippi,39208,US,32.2862,-90.047,601-939-0281,,https://www.walmart.com/store/365-pearl-ms,28121,Rankin,27140,"Jackson, MS",TRUE,298,"Jackson-Vicksburg-Brookhaven, MS",America/Chicago
Walmart Supercenter,875,"815 S Wheatley St, Ridgeland, MS 39157",Ridgeland,MS,Mississippi,39157,US,32.4019,-90.134,601-956-2717,,https://www.walmart.com/store/875-ridgeland-ms,28049,Hinds,27140,"Jackson, MS",TRUE,298,"Jackson-Vicksburg-Brookhaven, MS",America/Chicago
Walmart Supercenter,2755,"5341 Highway 25, Flowood, MS 39232",Flowood,MS,Mississippi,39232,US,32.3512,-90.024,601-992-8898,,https://www.walmart.com/store/2755-flowood-ms,28121,Rankin,27140,"Jackson, MS",TRUE,298,"Jackson-Vicksburg-Brookhaven, MS",America/Chicago
Walmart Supercenter,2720,"127 Grandview Blvd, Madison, MS 39110",Madison,MS,Mississippi,39110,US,32.4667,-90.1321,601-605-9662,,https://www.walmart.com/store/2720-madison-ms,28089,Madison,27140,"Jackson, MS",TRUE,298,"Jackson-Vicksburg-Brookhaven, MS",America/Chicago
Walmart Supercenter,3059,"244 Feather Ln, Canton, MS 39046",Canton,MS,Mississippi,39046,US,32.5962,-90.0702,601-761-6000,,https://www.walmart.com/store/3059-canton-ms,28089,Madison,27140,"Jackson, MS",TRUE,298,"Jackson-Vicksburg-Brookhaven, MS",America/Chicago
Walmart Supercenter,3060,"2129 Grand Ave, Yazoo City, MS 39194",Yazoo City,MS,Mississippi,39194,US,32.8734,-90.3951,662-673-4033,,https://www.walmart.com/store/3060-yazoo-city-ms,28163,Yazoo,27140,"Jackson, MS",TRUE,298,"Jackson-Vicksburg-Brookhaven, MS",America/Chicago
Walmart Supercenter,305,"905 Highway 16 W, Carthage, MS 39051",Carthage,MS,Mississippi,39051,US,32.7273,-89.5469,601-267-8374,,https://www.walmart.com/store/305-carthage-ms,28079,Leake,,,FALSE,,,America/Chicago
Walmart Supercenter,239,"220 Veterans Memorial Dr, Kosciusko, MS 39090",Kosciusko,MS,Mississippi,39090,US,33.0549,-89.567,662-289-3422,,https://www.walmart.com/store/239-kosciusko-ms,28007,Attala,,,FALSE,,,America/Chicago
Walmart Supercenter,205,"1002 W Beacon St, Philadelphia, MS 39350",Philadelphia,MS,Mississippi,39350,US,32.7675,-89.1277,601-656-4166,,https://www.walmart.com/store/205-philadelphia-ms,28099,Neshoba,,,FALSE,,,America/Chicago
Walmart Supercenter,1059,"1309 Highway 35 S, Forest, MS 39074",Forest,MS,Mississippi,39074,US,32.3409,-89.4853,601-469-2122,,https://www.walmart.com/store/1059-forest-ms,28123,Scott,27140,"Jackson, MS",TRUE,298,"Jackson-Vicksburg-Brookhaven, MS",America/Chicago
Walmart Supercenter,1530,"710 N Davis Ave, Cleveland, MS 38732",Cleveland,MS,Mississippi,38732,US,33.7563,-90.7153,662-843-6567,,https://www.walmart.com/store/1530-cleveland-ms,28011,Bolivar,17380,"Cleveland, MS",FALSE,,,America/Chicago
Walmart Supercenter,347,"633 Highway 82 W, Indianola, MS 38751",Indianola,MS,Mississippi,38751,US,33.4595,-90.6632,662-887-3320,,https://www.walmart.com/store/347-indianola-ms,28133,Sunflower,,,FALSE,,,America/Chicago
Walmart Supercenter,716,"2202 Highway 82 W, Greenwood, MS 38930",Greenwood,MS,Mississippi,38930,US,33.53,-90.2214,662-453-4656,,https://www.walmart.com/store/716-greenwood-ms,28083,Leflore,24900,"Greenwood, MS",FALSE,,,America/Chicago
Walmart Supercenter,708,"2150 Iowa Blvd, Vicksburg, MS 39180",Vicksburg,MS,Mississippi,39180,US,32.3079,-90.8911,601-638-9164,,https://www.walmart.com/store/708-vicksburg-ms,28149,Warren,46980,"Vicksburg, MS",FALSE,298,"Jackson-Vicksburg-Brookhaven, MS",America/Chicago
Walmart Supercenter,916,"6072 U S Highway 98, Hattiesburg, MS 39402",Hattiesburg,MS,Mississippi,39402,US,31.319,-89.3797,601-261-9393,,https://www.walmart.com/store/916-hattiesburg-ms,28073,Lamar,25620,"Hattiesburg, MS",TRUE,279,"Hattiesburg-Laurel, MS",America/Chicago
Walmart Supercenter,2717,"5901 U S Highway 49, Hattiesburg, MS 39402",Hattiesburg,MS,Mississippi,39402,US,31.3085,-89.3207,601-296-6855,,https://www.walmart.com/store/2717-hattiesburg-ms,28035,Forrest,25620,"Hattiesburg, MS",TRUE,279,"Hattiesburg-Laurel, MS",America/Chicago
Walmart Neighborhood Market,5459,"105 Market St, Starkville, MS 39759",Starkville,MS,Mississippi,39759,US,33.4793,-88.7938,662-270-6295,,https://www.walmart.com/store/5459-starkville-ms,28105,Oktibbeha,44260,"Starkville, MS",FALSE,523,"Starkville-Columbus, MS",America/Chicago
Walmart Supercenter,112,"1010 Highway 12 W, Starkville, MS 39759",Starkville,MS,Mississippi,39759,US,33.4445,-88.851,662-324-0374,,https://www.walmart.com/store/112-starkville-ms,28105,Oktibbeha,44260,"Starkville, MS",FALSE,523,"Starkville-Columbus, MS",America/Chicago
Walmart Supercenter,268,"175 Ji Bell Ln, Savannah, TN 38372",Savannah,TN,Tennessee,38372,US,35.224,-88.2149,731-925-3020,,https://www.walmart.com/store/268-savannah-tn,47071,Hardin,,,FALSE,,,America/Chicago
Walmart Supercenter,1069,"231 Eastside Dr, Newton, MS 39345",Newton,MS,Mississippi,39345,US,32.3381,-89.1388,601-683-3393,,https://www.walmart.com/store/1069-newton-ms,28101,Newton,,,FALSE,,,America/Chicago
Walmart Supercenter,164,"100 Mccord Rd, Pontotoc, MS 38863",Pontotoc,MS,Mississippi,38863,US,34.2855,-89.0244,662-489-7451,,https://www.walmart.com/store/164-pontotoc-ms,28115,Pontotoc,,,FALSE,,,America/Chicago
Walmart Supercenter,1074,"1655 Sunset Dr, Grenada, MS 38901",Grenada,MS,Mississippi,38901,US,33.7834,-89.8346,662-229-0114,,https://www.walmart.com/store/1074-grenada-ms,28043,Grenada,24980,"Grenada, MS",FALSE,,,America/Chicago
Walmart Supercenter,887,"36 Byrd Blvd, Petal, MS 39465",Petal,MS,Mississippi,39465,US,31.3709,-89.2246,601-584-6025,,https://www.walmart.com/store/887-petal-ms,28035,Forrest,25620,"Hattiesburg, MS",TRUE,279,"Hattiesburg-Laurel, MS",America/Chicago
Walmart Supercenter,501,"1621 Highway 15 N, Laurel, MS 39440",Laurel,MS,Mississippi,39440,US,31.7092,-89.1485,601-649-6191,,https://www.walmart.com/store/501-laurel-ms,28067,Jones,29860,"Laurel, MS",FALSE,279,"Hattiesburg-Laurel, MS",America/Chicago
Walmart Supercenter,303,"950 Mackie Dr, Holly Springs, MS 38635",Holly Springs,MS,Mississippi,38635,US,34.7467,-89.459,662-252-2211,,https://www.walmart.com/store/303-holly-springs-ms,28093,Marshall,32820,"Memphis, TN-MS-AR",TRUE,368,"Memphis-Clarksdale-Forrest City, TN-MS-AR",America/Chicago
Walmart Supercenter,4533,"105 Chickasaw Ridge Dr, Oakland, TN 38060",Oakland,TN,Tennessee,38060,US,35.2261,-89.5225,901-465-0225,,https://www.walmart.com/store/4533-oakland-tn,47047,Fayette,32820,"Memphis, TN-MS-AR",TRUE,368,"Memphis-Clarksdale-Forrest City, TN-MS-AR",America/Chicago
Walmart Supercenter,183,"159 Highway 15 S, Louisville, MS 39339",Louisville,MS,Mississippi,39339,US,33.1225,-89.0857,662-773-7823,,https://www.walmart.com/store/183-louisville-ms,28159,Winston,,,FALSE,,,America/Chicago
Walmart Supercenter,785,"1350 Azalea Dr, Waynesboro, MS 39367",Waynesboro,MS,Mississippi,39367,US,31.688,-88.6318,601-735-9716,,https://www.walmart.com/store/785-waynesboro-ms,28153,Wayne,,,FALSE,,,America/Chicago
Walmart Supercenter,1192,"1625 Simpson Highway 49, Magee, MS 39111",Magee,MS,Mississippi,39111,US,31.8686,-89.7443,601-849-2628,,https://www.walmart.com/store/1192-magee-ms,28127,Simpson,27140,"Jackson, MS",TRUE,298,"Jackson-Vicksburg-Brookhaven, MS",America/Chicago
Walmart Supercenter,981,"1733 2nd St S, Meridian, MS 39301",Meridian,MS,Mississippi,39301,US,32.3545,-88.6831,601-485-2250,,https://www.walmart.com/store/981-meridian-ms,28075,Lauderdale,32940,"Meridian, MS",FALSE,,,America/Chicago
Walmart Neighborhood Market,3990,"3310-a Highway 39 North, Meridian, MS 39301",Meridian,MS,Mississippi,39301,US,32.3925,-88.6812,601-286-6860,,https://www.walmart.com/store/3990-meridian-ms,28075,Lauderdale,32940,"Meridian, MS",FALSE,,,America/Chicago
Walmart Supercenter,1271,"2400 Highway 19 N, Meridian, MS 39307",Meridian,MS,Mississippi,39307,US,32.3846,-88.7502,601-482-0425,,https://www.walmart.com/store/1271-meridian-ms,28075,Lauderdale,32940,"Meridian, MS",FALSE,,,America/Chicago
Walmart Supercenter,2923,"1649 Main St, Billings, MT 59105",Billings,MT,Montana,59105,US,45.8288,-108.468,406-254-2842,,https://www.walmart.com/store/2923-billings-mt,30111,Yellowstone,13740,"Billings, MT",TRUE,,,America/Denver
Walmart Supercenter,1956,"2525 King Ave W, Billings, MT 59102",Billings,MT,Montana,59102,US,45.7576,-108.5793,406-652-9692,,https://www.walmart.com/store/1956-billings-mt,30111,Yellowstone,13740,"Billings, MT",TRUE,,,America/Denver
